GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
9524	6	O20	2.61	26	396	0.00267070645145839	1	3	3	100	9524	TECR	s18269	TRUE	TRUE
54790	2	F21	30.94	27	19	0.00273202158746244	1	3	3	100	54790	TET2	s29442	TRUE	TRUE
54790	1	F21	2.69	28	385	0.00273202158746244	1	3	3	100	54790	TET2	s29441	TRUE	TRUE
54790	3	F21	2.59	29	398	0.00273202158746244	1	3	3	100	54790	TET2	s29443	TRUE	TRUE
51652	8	O04	4.82	30	257	0.00321057678693605	1	3	3	100	51652	VPS24	s28475	TRUE	TRUE
51652	6	O04	2.94	31	359	0.00321057678693605	1	3	3	100	51652	VPS24	s28473	TRUE	TRUE
51652	7	O04	2.45	32	420	0.00321057678693605	1	3	3	100	51652	VPS24	s28474	TRUE	TRUE
2705	7	A21	21.82	33	38	0.00327986770859318	1	3	3	100	2705	GJB1	s5773	TRUE	TRUE
2705	6	A21	3.35	34	329	0.00327986770859318	1	3	3	100	2705	GJB1	s5772	TRUE	TRUE
2705	8	A21	2.42	35	424	0.00327986770859318	1	3	3	100	2705	GJB1	s5774	TRUE	TRUE
51564	3	F01	20.61	36	40	0.00394284361310172	1	2	3	67	51564	HDAC7	s28337	TRUE	TRUE
51564	2	F01	13.25	37	105	0.00394284361310172	1	2	3	67	51564	HDAC7	s28335	TRUE	TRUE
983	1	A19	10.97	38	142	0.00424559325609229	1	3	3	100	983	CDC2	s464	TRUE	TRUE
983	3	A19	8.08	39	177	0.00424559325609229	1	3	3	100	983	CDC2	s463	TRUE	TRUE
983	2	A19	2.1	40	460	0.00424559325609229	1	3	3	100	983	CDC2	s465	TRUE	TRUE
10285	4	D11	24.07	41	31	0.00583708841555508	1	3	3	100	10285	SMNDC1	s20101	TRUE	TRUE
10285	5	C11	12.03	42	128	0.00583708841555508	1	3	3	100	10285	SMNDC1	s20103	TRUE	TRUE
11000	6	F07	112.6	43	4	0.00601874496159155	1	2	3	67	11000	SLC27A3	s21657	TRUE	TRUE
11000	7	F07	11.91	44	130	0.00601874496159155	1	2	3	67	11000	SLC27A3	s21658	TRUE	TRUE
23028	2	M10	2.82	47	368	0.00998200814602105	1	3	3	100	23028	AOF2	s618	TRUE	TRUE
23028	1	M10	1.75	48	511	0.00998200814602105	1	3	3	100	23028	AOF2	s617	TRUE	TRUE
23028	3	M10	1.32	49	610	0.00998200814602105	1	3	3	100	23028	AOF2	s619	FALSE	TRUE
57649	4	M05	1.86	50	488	0.0100800306166997	1	3	3	100	57649	PHF12	s33519	TRUE	TRUE
57649	5	M05	1.74	51	513	0.0100800306166997	1	3	3	100	57649	PHF12	s33518	TRUE	TRUE
57649	4	N05	1.32	52	611	0.0100800306166997	1	3	3	100	57649	PHF12	s33517	FALSE	TRUE
54968	7	P06	93.14	54	5	0.0105685194719476	1	2	3	67	54968	TMEM70	s29879	TRUE	TRUE
54968	8	P06	8.3	55	173	0.0105685194719476	1	2	3	67	54968	TMEM70	s29880	TRUE	TRUE
112869	4	A06	160.48	56	1	0.0108097311509536	1	2	3	67	112869	CCDC101	s41392	TRUE	TRUE
112869	5	B05	8.17	57	175	0.0108097311509536	1	2	3	67	112869	CCDC101	s225485	TRUE	TRUE
9513	5	A21	17.5	61	54	0.0110957777957256	1	3	3	100	9513	FXR2	s18244	TRUE	TRUE
9513	4	A21	15.21	62	75	0.0110957777957256	1	3	3	100	9513	FXR2	s18243	TRUE	TRUE
9513	4	B21	1.26	63	634	0.0110957777957256	1	3	3	100	9513	FXR2	s18242	FALSE	TRUE
2139	1	E05	8.5	65	171	0.011548937625663	1	2	3	67	2139	EYA2	s4908	TRUE	TRUE
2139	3	E05	7.84	66	181	0.011548937625663	1	2	3	67	2139	EYA2	s4909	TRUE	TRUE
22992	2	M08	6.95	67	195	0.0118459722639705	1	3	3	100	22992	FBXL11	s22791	TRUE	TRUE
22992	3	M08	2.52	68	407	0.0118459722639705	1	3	3	100	22992	FBXL11	s22792	TRUE	TRUE
22992	1	M08	1.22	69	646	0.0118459722639705	1	3	3	100	22992	FBXL11	s22790	FALSE	TRUE
5905	6	P04	12.87	70	113	0.0119272740557974	1	2	3	67	5905	RANGAP1	s11776	TRUE	TRUE
5905	8	P04	7.68	71	184	0.0119272740557974	1	2	3	67	5905	RANGAP1	s11778	TRUE	TRUE
701	7	K19	3.34	77	330	0.01262924095677	1	3	3	100	701	BUB1B	s260	TRUE	TRUE
701	8	K19	2.26	78	438	0.01262924095677	1	3	3	100	701	BUB1B	s261	TRUE	TRUE
701	6	K19	1.15	79	664	0.01262924095677	1	3	3	100	701	BUB1B	s259	FALSE	TRUE
84844	4	P19	12.13	81	127	0.0127013430991111	1	3	3	100	84844	PHF5A	s39505	TRUE	TRUE
84844	4	O19	7.14	82	190	0.0127013430991111	1	3	3	100	84844	PHF5A	s39506	TRUE	TRUE
128866	6	C07	17.9	83	52	0.0130335010953631	1	3	3	100	128866	CHMP4B	s43361	TRUE	TRUE
128866	8	C07	3.36	84	327	0.0130335010953631	1	3	3	100	128866	CHMP4B	s43363	TRUE	TRUE
128866	7	C07	1.13	85	671	0.0130335010953631	1	3	3	100	128866	CHMP4B	s43362	FALSE	TRUE
84233	8	F20	9.83	86	154	0.0136336132484038	1	3	3	100	84233	TMEM126A	s38696	TRUE	TRUE
84233	7	F20	6.88	87	197	0.0136336132484038	1	3	3	100	84233	TMEM126A	s38695	TRUE	TRUE
7272	7	O02	4.92	93	252	0.0143600194646715	1	3	3	100	7272	TTK	s121	TRUE	TRUE
7272	6	O02	3.34	94	331	0.0143600194646715	1	3	3	100	7272	TTK	s120	TRUE	TRUE
7272	8	O02	1.04	95	690	0.0143600194646715	1	3	3	100	7272	TTK	s122	FALSE	TRUE
23476	3	O14	7.78	100	182	0.0164457060036183	1	3	3	100	23476	BRD4	s23901	TRUE	TRUE
23476	2	O14	4.04	101	289	0.0164457060036183	1	3	3	100	23476	BRD4	s23903	TRUE	TRUE
23476	1	O14	0.96	102	724	0.0164457060036183	1	3	3	100	23476	BRD4	s23902	FALSE	TRUE
8019	1	A02	14.94	104	79	0.0166173007092896	1	2	3	67	8019	BRD3	s15546	TRUE	TRUE
8019	2	A02	6.17	105	218	0.0166173007092896	1	2	3	67	8019	BRD3	s15545	TRUE	TRUE
6843	8	A22	53.33	107	9	0.0169273498537121	1	3	3	100	6843	VAMP1	s13666	TRUE	TRUE
6843	7	A22	2.47	108	412	0.0169273498537121	1	3	3	100	6843	VAMP1	s13665	TRUE	TRUE
6843	6	A22	0.95	109	727	0.0169273498537121	1	3	3	100	6843	VAMP1	s13664	FALSE	TRUE
6604	1	P08	14.08	114	93	0.0178269534730517	1	3	3	100	6604	SMARCD3	s13159	TRUE	TRUE
6604	2	P08	5.82	115	226	0.0178269534730517	1	3	3	100	6604	SMARCD3	s13158	TRUE	TRUE
160418	7	P10	5.81	122	227	0.0205295178255021	1	3	3	100	160418	TMTC3	s46198	TRUE	TRUE
160418	8	P10	5.37	123	243	0.0205295178255021	1	3	3	100	160418	TMTC3	s46199	TRUE	TRUE
93611	4	A04	11.78	125	132	0.0208591846725334	1	2	3	67	93611	FBXO44	s41168	TRUE	TRUE
93611	5	A04	5.22	126	245	0.0208591846725334	1	2	3	67	93611	FBXO44	s225117	TRUE	TRUE
57062	6	G03	3.01	132	355	0.0223542488783178	1	3	3	100	57062	DDX24	s32631	TRUE	TRUE
57062	7	G03	2.38	133	425	0.0223542488783178	1	3	3	100	57062	DDX24	s32632	TRUE	TRUE
57062	8	G03	0.76	134	803	0.0223542488783178	1	3	3	100	57062	DDX24	s32633	FALSE	TRUE
2542	8	O19	13.91	136	95	0.0225442218222063	1	2	3	67	2542	SLC37A4	s5451	TRUE	TRUE
2542	6	O19	4.86	137	255	0.0225442218222063	1	2	3	67	2542	SLC37A4	s5449	TRUE	TRUE
55693	3	J03	6.88	148	198	0.0251855966231505	1	2	3	67	55693	KDM4D	s31267	TRUE	TRUE
55693	1	J03	4.59	149	270	0.0251855966231505	1	2	3	67	55693	KDM4D	s31266	TRUE	TRUE
54867	6	L04	13.37	151	101	0.0255480199633569	1	2	3	67	54867	TMEM214	s29626	TRUE	TRUE
54867	7	L04	4.5	152	272	0.0255480199633569	1	2	3	67	54867	TMEM214	s29627	TRUE	TRUE
154150	5	C02	5.61	153	230	0.0264255846733721	1	3	3	100	154150	HDGFL1	s225760	TRUE	TRUE
154150	5	D01	1.59	154	544	0.0264255846733721	1	3	3	100	154150	HDGFL1	s45850	TRUE	TRUE
154150	4	C02	0.67	155	849	0.0264255846733721	1	3	3	100	154150	HDGFL1	s45851	FALSE	TRUE
6790	1	M11	7.63	161	185	0.0283422880401799	1	3	3	100	6790	AURKA	s196	TRUE	TRUE
6790	2	M11	4.11	162	287	0.0283422880401799	1	3	3	100	6790	AURKA	s197	TRUE	TRUE
256979	8	D01	20.43	169	41	0.0302791494089473	1	2	3	67	256979	SUN3	s48828	TRUE	TRUE
256979	7	D01	3.85	170	297	0.0302791494089473	1	2	3	67	256979	SUN3	s48827	TRUE	TRUE
6890	8	L01	10.11	172	152	0.0310703327852116	1	2	3	67	6890	TAP1	s13780	TRUE	TRUE
6890	6	L01	3.82	173	301	0.0310703327852116	1	2	3	67	6890	TAP1	s13778	TRUE	TRUE
170575	6	I05	19.48	175	43	0.03146943043891	1	3	3	100	170575	GIMAP1	s46828	TRUE	TRUE
170575	7	I05	3.77	176	303	0.03146943043891	1	3	3	100	170575	GIMAP1	s46829	TRUE	TRUE
8243	7	B09	11.08	178	141	0.0326806973404825	1	3	3	100	8243	SMC1A	s15752	TRUE	TRUE
8243	6	B09	3.63	179	309	0.0326806973404825	1	3	3	100	8243	SMC1A	s15751	TRUE	TRUE
80816	4	P01	29.86	181	20	0.0330890970873357	1	2	3	67	80816	ASXL3	s37403	TRUE	TRUE
80816	5	O01	3.57	182	311	0.0330890970873357	1	2	3	67	80816	ASXL3	s37402	TRUE	TRUE
83903	1	B14	54.22	186	8	0.0345367004933096	1	2	3	67	83903	GSG2	s38320	TRUE	TRUE
83903	3	B14	3.48	187	317	0.0345367004933096	1	2	3	67	83903	GSG2	s38322	TRUE	TRUE
5573	6	I02	33.11	188	18	0.0347458057024211	1	3	3	100	5573	PRKAR1A	s286	TRUE	TRUE
5573	7	I02	3.47	189	319	0.0347458057024211	1	3	3	100	5573	PRKAR1A	s287	TRUE	TRUE
11083	5	E03	6.35	195	211	0.0364392900346302	1	3	3	100	11083	DIDO1	s225469	TRUE	TRUE
11083	4	E03	3.36	196	328	0.0364392900346302	1	3	3	100	11083	DIDO1	s21855	TRUE	TRUE
55683	3	J01	16.07	201	68	0.0372997398916762	1	2	3	67	55683	KIAA1310	s31242	TRUE	TRUE
55683	1	J01	3.34	202	332	0.0372997398916762	1	2	3	67	55683	KIAA1310	s31244	TRUE	TRUE
27097	3	B13	13.8	204	98	0.0381692838344273	1	2	3	67	27097	TAF5L	s25812	TRUE	TRUE
27097	1	B13	3.3	205	335	0.0381692838344273	1	2	3	67	27097	TAF5L	s25810	TRUE	TRUE
6015	5	F13	43.28	211	14	0.0399355208522767	1	3	3	100	6015	RING1	s12036	TRUE	TRUE
6015	4	E14	3.18	212	342	0.0399355208522767	1	3	3	100	6015	RING1	s12035	TRUE	TRUE
84522	7	F01	3.38	216	325	0.0408321473649912	1	2	3	67	84522	JAGN1	s39101	TRUE	TRUE
84522	6	F01	3.08	217	346	0.0408321473649912	1	2	3	67	84522	JAGN1	s39100	TRUE	TRUE
2222	6	N04	3.8	218	302	0.0410577054433628	1	2	3	67	2222	FDFT1	s138	TRUE	TRUE
2222	7	N04	3.07	219	348	0.0410577054433628	1	2	3	67	2222	FDFT1	s139	TRUE	TRUE
408	3	A03	5.67	222	229	0.0415104997002071	1	2	3	67	408	ARRB1	s1622	TRUE	TRUE
408	1	A03	3.05	223	349	0.0415104997002071	1	2	3	67	408	ARRB1	s1623	TRUE	TRUE
9212	1	E06	3.61	224	310	0.0417377348386427	1	3	3	100	9212	AURKB	s17612	TRUE	TRUE
9212	2	E06	3.04	225	351	0.0417377348386427	1	3	3	100	9212	AURKB	s17611	TRUE	TRUE
91133	2	F04	12.42	227	119	0.0424311651138758	1	3	3	100	91133	L3MBTL4	s225081	TRUE	TRUE
91133	3	F04	1.86	228	489	0.0424311651138758	1	3	3	100	91133	L3MBTL4	s40576	TRUE	TRUE
91133	1	F04	0.45	229	986	0.0424311651138758	1	3	3	100	91133	L3MBTL4	s225080	FALSE	TRUE
676	2	A17	8.82	249	164	0.0449773780665946	1	3	3	100	676	BRDT	s2087	TRUE	TRUE
676	1	A17	2.9	250	365	0.0449773780665946	1	3	3	100	676	BRDT	s2088	TRUE	TRUE
8473	3	A18	3.05	260	350	0.0468771558672125	1	2	3	67	8473	OGT	s16094	TRUE	TRUE
8473	1	A18	2.79	261	373	0.0468771558672125	1	2	3	67	8473	OGT	s16093	TRUE	TRUE
1017	3	A21	5.1	268	249	0.0480822964293699	1	2	3	67	1017	CDK2	s206	TRUE	TRUE
1017	1	A21	2.74	269	378	0.0480822964293699	1	2	3	67	1017	CDK2	s204	TRUE	TRUE
64091	6	H06	4.54	273	271	0.0493010354785577	1	2	3	67	64091	POPDC2	s34415	TRUE	TRUE
64091	7	H06	2.72	274	382	0.0493010354785577	1	2	3	67	64091	POPDC2	s34416	TRUE	TRUE
123169	4	M20	2.77	279	375	0.0505333080124478	1	2	3	67	123169	LEO1	s42624	TRUE	TRUE
123169	5	M20	2.63	280	388	0.0505333080124478	1	2	3	67	123169	LEO1	s42625	TRUE	TRUE
3838	7	I03	9.4	293	156	0.0535348315921349	1	3	3	100	3838	KPNA2	s7921	TRUE	TRUE
3838	6	I03	2.31	294	433	0.0535348315921349	1	3	3	100	3838	KPNA2	s7920	TRUE	TRUE
3838	8	I03	0.35	295	1069	0.0535348315921349	1	3	3	100	3838	KPNA2	s7922	FALSE	TRUE
170394	5	D07	8.96	302	161	0.0550805417118047	1	3	3	100	170394	PWWP2B	s230126	TRUE	TRUE
170394	4	C08	2.54	303	406	0.0550805417118047	1	3	3	100	170394	PWWP2B	s230125	TRUE	TRUE
63978	2	N03	2.8	310	372	0.0561144375408251	1	2	3	67	63978	PRDM14	s34352	TRUE	TRUE
63978	1	N03	2.5	311	410	0.0561144375408251	1	2	3	67	63978	PRDM14	s34354	TRUE	TRUE
55340	7	H01	27	312	26	0.0571567701520092	1	2	3	67	55340	GIMAP5	s30775	TRUE	TRUE
55340	8	H01	2.47	313	413	0.0571567701520092	1	2	3	67	55340	GIMAP5	s30776	TRUE	TRUE
79902	6	D05	5.4	320	239	0.0595870194714858	1	3	3	100	79902	NUP85	s36610	TRUE	TRUE
79902	7	D05	2.33	321	431	0.0595870194714858	1	3	3	100	79902	NUP85	s36611	TRUE	TRUE
79902	8	D05	0.29	322	1111	0.0595870194714858	1	3	3	100	79902	NUP85	s36612	FALSE	TRUE
23469	5	G03	2.31	332	434	0.0627661127708395	1	2	3	67	23469	PHF3	s23886	TRUE	TRUE
23469	4	G03	2.31	333	435	0.0627661127708395	1	2	3	67	23469	PHF3	s23888	TRUE	TRUE
2091	3	C21	27.28	338	24	0.0638604212435412	1	2	3	67	2091	FBL	s4820	TRUE	TRUE
2091	1	C21	2.26	339	439	0.0638604212435412	1	2	3	67	2091	FBL	s4822	TRUE	TRUE
56165	5	K19	2.81	343	369	0.0646865327107565	1	2	3	67	56165	TDRD1	s32039	TRUE	TRUE
56165	4	K19	2.26	344	440	0.0646865327107565	1	2	3	67	56165	TDRD1	s32040	TRUE	TRUE
2138	2	E03	2.91	356	364	0.0669119274533582	1	2	3	67	2138	EYA1	s4904	TRUE	TRUE
2138	3	E03	2.18	357	450	0.0669119274533582	1	2	3	67	2138	EYA1	s4906	TRUE	TRUE
8794	6	C21	2.94	372	360	0.0714596983319541	1	2	3	67	8794	TNFRSF10C	s16753	TRUE	TRUE
8794	8	C21	2.06	373	466	0.0714596983319541	1	2	3	67	8794	TNFRSF10C	s16755	TRUE	TRUE
7514	6	O01	5.49	377	237	0.0717481906243172	1	2	3	67	7514	XPO1	s14937	TRUE	TRUE
7514	7	O01	2.04	378	467	0.0717481906243172	1	2	3	67	7514	XPO1	s14938	TRUE	TRUE
54623	5	M02	25.59	382	27	0.0761350027381685	1	2	3	67	54623	PAF1	s29269	TRUE	TRUE
54623	5	N01	1.95	383	480	0.0761350027381685	1	2	3	67	54623	PAF1	s29268	TRUE	TRUE
10228	8	E06	150.3	392	2	0.0785198143902932	1	2	3	67	10228	STX6	s19960	TRUE	TRUE
10228	6	E06	1.85	393	490	0.0785198143902932	1	2	3	67	10228	STX6	s19958	TRUE	TRUE
79643	8	G05	18.3	394	49	0.078820106945283	1	2	3	67	79643	CHMP6	s35991	TRUE	TRUE
79643	7	G05	1.85	395	491	0.078820106945283	1	2	3	67	79643	CHMP6	s35990	TRUE	TRUE
8450	4	I14	18.64	400	46	0.081544510519906	1	2	3	67	8450	CUL4B	s16043	TRUE	TRUE
8450	5	I14	1.82	401	501	0.081544510519906	1	2	3	67	8450	CUL4B	s16042	TRUE	TRUE
23411	2	O10	1.98	403	477	0.0821552323529329	1	3	3	100	23411	SIRT1	s223592	TRUE	TRUE
23411	1	O10	1.81	404	502	0.0821552323529329	1	3	3	100	23411	SIRT1	s223591	TRUE	TRUE
8972	7	H10	1.99	411	475	0.0855483720783679	1	3	3	100	8972	MGAM	s17121	TRUE	TRUE
8972	8	H10	1.74	412	514	0.0855483720783679	1	3	3	100	8972	MGAM	s17122	TRUE	TRUE
163590	7	L10	1.84	420	493	0.0883672448364086	1	2	3	67	163590	TOR1AIP2	s46466	TRUE	TRUE
163590	8	L10	1.72	421	522	0.0883672448364086	1	2	3	67	163590	TOR1AIP2	s46467	TRUE	TRUE
79885	2	P07	8.6	442	169	0.0918640918761251	1	2	3	67	79885	HDAC11	s36567	TRUE	TRUE
79885	3	P07	1.64	443	532	0.0918640918761251	1	2	3	67	79885	HDAC11	s36566	TRUE	TRUE
10155	2	G20	2.14	445	456	0.0931496091169766	1	2	3	67	10155	TRIM28	s19778	TRUE	TRUE
10155	3	G20	1.62	446	537	0.0931496091169766	1	2	3	67	10155	TRIM28	s19780	TRUE	TRUE
5585	2	K01	2.35	451	430	0.0947668800395993	1	2	3	67	5585	PKN1	s11115	TRUE	TRUE
5585	3	K01	1.61	452	540	0.0947668800395993	1	2	3	67	5585	PKN1	s11113	TRUE	TRUE
84289	3	D02	3.56	459	312	0.0973783366090208	1	2	3	67	84289	ING5	s38828	TRUE	TRUE
84289	2	D02	1.57	460	550	0.0973783366090208	1	2	3	67	84289	ING5	s38829	TRUE	TRUE
79152	7	M17	5.15	482	247	0.101683873972014	1	2	3	67	79152	FA2H	s35632	TRUE	TRUE
79152	6	M17	1.52	483	562	0.101683873972014	1	2	3	67	79152	FA2H	s35631	TRUE	TRUE
29943	5	G17	1.73	490	518	0.102018217866554	1	3	3	100	29943	PADI1	s26758	TRUE	TRUE
29943	4	G17	1.52	491	563	0.102018217866554	1	3	3	100	29943	PADI1	s26757	TRUE	TRUE
10155	1	G20	-0.51	1393	1393	0.0931496091169766	0	2	3	67	10155	TRIM28	s19779	FALSE	TRUE
1017	2	A21	-1.33	1393	1393	0.0480822964293699	0	2	3	67	1017	CDK2	s205	FALSE	TRUE
10228	7	E06	-0.12	1393	1393	0.0785198143902932	0	2	3	67	10228	STX6	s19959	FALSE	TRUE
10285	4	C11	0.49	1393	1393	0.00583708841555508	0	3	3	100	10285	SMNDC1	s20102	FALSE	TRUE
11000	8	F07	-0.59	1393	1393	0.00601874496159155	0	2	3	67	11000	SLC27A3	s21659	FALSE	TRUE
11083	4	F03	0.34	1393	1393	0.0364392900346302	0	3	3	100	11083	DIDO1	s21853	FALSE	TRUE
112869	5	A06	-1.61	1393	1393	0.0108097311509536	0	2	3	67	112869	CCDC101	s41391	FALSE	TRUE
123169	5	N19	-1.3	1393	1393	0.0505333080124478	0	2	3	67	123169	LEO1	s42623	FALSE	TRUE
160418	6	P10	0.26	1393	1393	0.0205295178255021	0	3	3	100	160418	TMTC3	s46197	FALSE	TRUE
163590	6	L10	-0.11	1393	1393	0.0883672448364086	0	2	3	67	163590	TOR1AIP2	s46465	FALSE	TRUE
170394	5	C08	0	1393	1393	0.0550805417118047	0	3	3	100	170394	PWWP2B	s230127	FALSE	TRUE
170575	8	I05	0.34	1393	1393	0.03146943043891	0	3	3	100	170575	GIMAP1	s46830	FALSE	TRUE
2091	2	C21	-0.3	1393	1393	0.0638604212435412	0	2	3	67	2091	FBL	s4821	FALSE	TRUE
2138	1	E03	-0.22	1393	1393	0.0669119274533582	0	2	3	67	2138	EYA1	s4905	FALSE	TRUE
2139	2	E05	-0.49	1393	1393	0.011548937625663	0	2	3	67	2139	EYA2	s4907	FALSE	TRUE
2222	8	N04	-0.81	1393	1393	0.0410577054433628	0	2	3	67	2222	FDFT1	s140	FALSE	TRUE
23411	3	O10	0.03	1393	1393	0.0821552323529329	0	3	3	100	23411	SIRT1	s223593	FALSE	TRUE
23469	4	H03	-0.97	1393	1393	0.0627661127708395	0	2	3	67	23469	PHF3	s23887	FALSE	TRUE
2542	7	O19	-1.06	1393	1393	0.0225442218222063	0	2	3	67	2542	SLC37A4	s5450	FALSE	TRUE
256979	6	D01	-0.33	1393	1393	0.0302791494089473	0	2	3	67	256979	SUN3	s48826	FALSE	TRUE
27097	2	B13	-0.09	1393	1393	0.0381692838344273	0	2	3	67	27097	TAF5L	s25811	FALSE	TRUE
29943	4	H17	0	1393	1393	0.102018217866554	0	3	3	100	29943	PADI1	s26759	FALSE	TRUE
408	2	A03	-3.58	1393	1393	0.0415104997002071	0	2	3	67	408	ARRB1	s1624	FALSE	TRUE
51564	1	F01	-0.59	1393	1393	0.00394284361310172	0	2	3	67	51564	HDAC7	s28336	FALSE	TRUE
54623	4	M02	-0.48	1393	1393	0.0761350027381685	0	2	3	67	54623	PAF1	s29267	FALSE	TRUE
54867	8	L04	-0.36	1393	1393	0.0255480199633569	0	2	3	67	54867	TMEM214	s29628	FALSE	TRUE
54968	6	P06	-0.24	1393	1393	0.0105685194719476	0	2	3	67	54968	TMEM70	s29878	FALSE	TRUE
55340	6	H01	-0.47	1393	1393	0.0571567701520092	0	2	3	67	55340	GIMAP5	s30774	FALSE	TRUE
55683	2	J01	-1.55	1393	1393	0.0372997398916762	0	2	3	67	55683	KIAA1310	s31243	FALSE	TRUE
55693	2	J03	-0.07	1393	1393	0.0251855966231505	0	2	3	67	55693	KDM4D	s31268	FALSE	TRUE
5573	8	I02	0.05	1393	1393	0.0347458057024211	0	3	3	100	5573	PRKAR1A	s288	FALSE	TRUE
5585	1	K01	-0.75	1393	1393	0.0947668800395993	0	2	3	67	5585	PKN1	s11114	FALSE	TRUE
56165	4	L19	-0.08	1393	1393	0.0646865327107565	0	2	3	67	56165	TDRD1	s32041	FALSE	TRUE
5905	7	P04	-1.66	1393	1393	0.0119272740557974	0	2	3	67	5905	RANGAP1	s11777	FALSE	TRUE
6015	5	E14	0.02	1393	1393	0.0399355208522767	0	3	3	100	6015	RING1	s12034	FALSE	TRUE
63978	3	N03	-0.23	1393	1393	0.0561144375408251	0	2	3	67	63978	PRDM14	s34353	FALSE	TRUE
64091	8	H06	-0.65	1393	1393	0.0493010354785577	0	2	3	67	64091	POPDC2	s34417	FALSE	TRUE
6604	3	P08	0.07	1393	1393	0.0178269534730517	0	3	3	100	6604	SMARCD3	s13157	FALSE	TRUE
676	3	A17	0	1393	1393	0.0449773780665946	0	3	3	100	676	BRDT	s2086	FALSE	TRUE
6790	3	M11	0.2	1393	1393	0.0283422880401799	0	3	3	100	6790	AURKA	s195	FALSE	TRUE
6890	7	L01	-5.12	1393	1393	0.0310703327852116	0	2	3	67	6890	TAP1	s13779	FALSE	TRUE
7514	8	O01	-1.99	1393	1393	0.0717481906243172	0	2	3	67	7514	XPO1	s14939	FALSE	TRUE
79152	8	M17	-0.07	1393	1393	0.101683873972014	0	2	3	67	79152	FA2H	s35633	FALSE	TRUE
79643	6	G05	-1.14	1393	1393	0.078820106945283	0	2	3	67	79643	CHMP6	s35989	FALSE	TRUE
79885	1	P07	-1.5	1393	1393	0.0918640918761251	0	2	3	67	79885	HDAC11	s36568	FALSE	TRUE
8019	3	A02	-1.95	1393	1393	0.0166173007092896	0	2	3	67	8019	BRD3	s15544	FALSE	TRUE
80816	4	O01	-1.61	1393	1393	0.0330890970873357	0	2	3	67	80816	ASXL3	s37401	FALSE	TRUE
8243	8	B09	0.32	1393	1393	0.0326806973404825	0	3	3	100	8243	SMC1A	s15753	FALSE	TRUE
83903	2	B14	-0.05	1393	1393	0.0345367004933096	0	2	3	67	83903	GSG2	s38321	FALSE	TRUE
