GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
387893	2	J08	-1.94	226	319	0.0395505378040935	1	3	3	100	387893	SETD8	s51990	TRUE	TRUE
387893	1	J08	-0.47	227	965	0.0395505378040935	1	3	3	100	387893	SETD8	s51988	FALSE	TRUE
2122	3	E01	-2.3	229	253	0.0401588355703023	1	2	3	67	2122	EVI1	s4874	TRUE	TRUE
2122	1	E01	-1.82	230	342	0.0401588355703023	1	2	3	67	2122	EVI1	s4873	TRUE	TRUE
5111	6	M18	-2.05	232	296	0.0403827119084423	1	3	3	100	5111	PCNA	s10133	TRUE	TRUE
5111	8	M18	-1.82	233	343	0.0403827119084423	1	3	3	100	5111	PCNA	s10135	TRUE	TRUE
163183	6	I21	-2.82	249	199	0.0438078977816114	1	2	3	67	163183	SYNE4	s46435	TRUE	TRUE
163183	8	I21	-1.7	250	361	0.0438078977816114	1	2	3	67	163183	SYNE4	s46437	TRUE	TRUE
27005	4	K16	-1.92	254	323	0.0452129283028357	1	3	3	100	27005	USP21	s25690	TRUE	TRUE
27005	5	K16	-1.69	255	365	0.0452129283028357	1	3	3	100	27005	USP21	s223719	TRUE	TRUE
7994	2	O21	-3.82	264	136	0.0473575761134828	1	3	3	100	7994	MYST3	s15532	TRUE	TRUE
7994	3	O21	-1.66	265	375	0.0473575761134828	1	3	3	100	7994	MYST3	s15534	TRUE	TRUE
54737	5	I17	-1.71	281	359	0.0500387791408765	1	3	3	100	54737	MPHOSPH8	s29364	TRUE	TRUE
54737	4	I17	-1.63	282	385	0.0500387791408765	1	3	3	100	54737	MPHOSPH8	s29362	TRUE	TRUE
5685	7	I04	-1.97	287	313	0.0508855696687132	1	3	3	100	5685	PSMA4	s230030	TRUE	TRUE
5685	6	I04	-1.97	288	314	0.0508855696687132	1	3	3	100	5685	PSMA4	s230029	TRUE	TRUE
5685	8	I04	-0.38	289	1050	0.0508855696687132	1	3	3	100	5685	PSMA4	s230031	FALSE	TRUE
254065	2	J04	-2.34	296	249	0.0515288264669811	1	2	3	67	254065	BRWD3	s48490	TRUE	TRUE
254065	3	J04	-1.61	297	391	0.0515288264669811	1	2	3	67	254065	BRWD3	s48491	TRUE	TRUE
6612	6	C10	-2.48	309	234	0.0551982271267124	1	3	3	100	6612	SUMO3	s13176	TRUE	TRUE
6612	7	C10	-1.88	310	331	0.0551982271267124	1	3	3	100	6612	SUMO3	s13177	TRUE	TRUE
6612	8	C10	-0.35	311	1080	0.0551982271267124	1	3	3	100	6612	SUMO3	s13178	FALSE	TRUE
11108	3	K14	-2.11	383	287	0.0765801579214192	1	3	3	100	11108	PRDM4	s21905	TRUE	TRUE
11108	1	K14	-1.74	384	354	0.0765801579214192	1	3	3	100	11108	PRDM4	s21904	TRUE	TRUE
11108	2	K14	-0.21	385	1207	0.0765801579214192	1	3	3	100	11108	PRDM4	s21906	FALSE	TRUE
9317	6	M07	-2.68	452	211	0.0956467788532105	1	3	3	100	9317	PTER	s17799	TRUE	TRUE
9317	8	M07	-2.02	453	301	0.0956467788532105	1	3	3	100	9317	PTER	s17801	TRUE	TRUE
9317	7	M07	-0.1	454	1303	0.0956467788532105	1	3	3	100	9317	PTER	s17800	FALSE	TRUE
51225	6	M06	-3.94	482	128	0.104970060946932	1	3	3	100	51225	ABI3	s27709	TRUE	TRUE
51225	8	M06	-1.84	483	339	0.104970060946932	1	3	3	100	51225	ABI3	s27711	TRUE	TRUE
51225	7	M06	-0.07	484	1344	0.104970060946932	1	3	3	100	51225	ABI3	s27710	FALSE	TRUE
6790	2	M11	-3.81	559	139	0.126720113185923	1	3	3	100	6790	AURKA	s197	TRUE	TRUE
6790	1	M11	-2.15	560	278	0.126720113185923	1	3	3	100	6790	AURKA	s196	TRUE	TRUE
6790	3	M11	-0.02	561	1423	0.126720113185923	1	3	3	100	6790	AURKA	s195	FALSE	TRUE
7272	7	O02	-7.6	586	53	0.134034347005499	1	3	3	100	7272	TTK	s121	TRUE	TRUE
7272	6	O02	-5.8	587	83	0.134034347005499	1	3	3	100	7272	TTK	s120	TRUE	TRUE
7272	8	O02	-0.01	588	1444	0.134034347005499	1	3	3	100	7272	TTK	s122	FALSE	TRUE
163183	7	I21	1.76	2157	2157	0.0438078977816114	0	2	3	67	163183	SYNE4	s46436	FALSE	TRUE
163589	5	D05	0.74	2157	2157	0.0215258714299463	0	3	3	100	163589	TDRD5	s46464	FALSE	TRUE
165918	4	O06	0.73	2157	2157	0.0208591846725334	0	3	3	100	165918	RNF168	s46600	FALSE	TRUE
2122	2	E01	1.47	2157	2157	0.0401588355703023	0	2	3	67	2122	EVI1	s4872	FALSE	TRUE
23338	5	E19	0.19	2157	2157	0.0326806973404825	0	3	3	100	23338	PHF15	s23598	FALSE	TRUE
254065	1	J04	1.84	2157	2157	0.0515288264669811	0	2	3	67	254065	BRWD3	s48489	FALSE	TRUE
257218	5	C14	0.44	2157	2157	0.0220323040478508	0	3	3	100	257218	SHPRH	s48877	FALSE	TRUE
27005	5	L15	0.76	2157	2157	0.0452129283028357	0	3	3	100	27005	USP21	s25691	FALSE	TRUE
5111	7	M18	0.07	2157	2157	0.0403827119084423	0	3	3	100	5111	PCNA	s10134	FALSE	TRUE
51773	5	I11	0.04	2157	2157	0.0260961466345356	0	3	3	100	51773	RSF1	s28650	FALSE	TRUE
5252	2	N10	0.28	2157	2157	0.0283422880401799	0	3	3	100	5252	PHF1	s224257	FALSE	TRUE
54737	4	J17	0.31	2157	2157	0.0500387791408765	0	3	3	100	54737	MPHOSPH8	s29363	FALSE	TRUE
6795	2	M13	0.27	2157	2157	0.0275840696845591	0	3	3	100	6795	AURKC	s13583	FALSE	TRUE
7994	1	O21	0.15	2157	2157	0.0473575761134828	0	3	3	100	7994	MYST3	s15533	FALSE	TRUE
80816	5	O01	0.37	2157	2157	0.0227160775772271	0	3	3	100	80816	ASXL3	s37402	FALSE	TRUE
