GeneID	GeneSymbol	median_score
8878	SQSTM1	-0.87
1312	COMT	-0.85
10902	BRD8	-0.85
6877	TAF5	-0.85
6119	RPA3	-0.84
114882	OSBPL8	-0.84
22955	SCMH1	-0.84
25942	SIN3A	-0.84
9575	CLOCK	-0.84
10592	SMC2	-0.84
55904	KMT2E	-0.83
5902	RANBP1	-0.83
11198	SUPT16H	-0.83
124359	CDYL2	-0.83
2073	ERCC5	-0.82
545	ATR	-0.82
7862	BRPF1	-0.82
90407	TMEM41A	-0.82
254065	BRWD3	-0.81
1787	TRDMT1	-0.81
55777	MBD5	-0.8
10982	MAPRE2	-0.8
5987	TRIM27	-0.8
3703	STT3A	-0.8
79828	METTL8	-0.79
54093	SETD4	-0.79
25840	METTL7A	-0.79
10743	RAI1	-0.79
9682	KDM4A	-0.78
6595	SMARCA2	-0.78
55170	PRMT6	-0.78
56943	ENY2	-0.77
1962	EHHADH	-0.77
23569	PADI4	-0.76
10038	PARP2	-0.76
201254	STRA13	-0.76
8028	MLLT10	-0.75
8359	HIST1H4A	-0.75
7994	MYST3	-0.74
10933	MORF4L1	-0.73
27348	TOR1B	-0.73
3840	KPNA4	-0.73
2122	EVI1	-0.73
57132	CHMP1B	-0.72
57117	INTS12	-0.72
10771	ZMYND11	-0.72
79152	FA2H	-0.72
6604	SMARCD3	-0.72
10567	RABAC1	-0.71
84444	DOT1L	-0.7
7466	WFS1	-0.7
56970	ATXN7L3	-0.69
64426	SUDS3	-0.69
199953	TMEM201	-0.68
90523	C6orf142	-0.68
56341	PRMT8	-0.67
1786	DNMT1	-0.67
90826	PRMT10	-0.67
23511	NUP188	-0.67
55352	C17orf79	-0.67
5897	RAG2	-0.66
648	BMI1	-0.66
1059	CENPB	-0.66
7319	UBE2A	-0.65
64431	ACTR6	-0.65
123169	LEO1	-0.64
8242	JARID1C	-0.64
10970	CKAP4	-0.64
23397	NCAPH	-0.63
5879	RAC1	-0.63
8314	BAP1	-0.62
54799	MBTD1	-0.62
6856	SYPL1	-0.62
79073	TMEM109	-0.62
51522	TMEM14C	-0.61
8850	KAT2B	-0.61
55209	SETD5	-0.6
54708	MARCH5	-0.6
29058	TMEM230	-0.6
80854	SETD7	-0.6
55063	ZCWPW1	-0.59
8815	BANF1	-0.59
1106	CHD2	-0.59
26502	NARF	-0.59
23469	PHF3	-0.58
10734	STAG3	-0.58
5578	PRKCA	-0.57
4204	MECP2	-0.57
60343	FAM3A	-0.57
285877	NA	-0.57
8379	MAD1L1	-0.56
22908	SACM1L	-0.56
56895	AGPAT4	-0.56
158358	KIAA2026	-0.56
80312	TET1	-0.56
84065	TMEM222	-0.55
83933	HDAC10	-0.55
931	MS4A1	-0.54
100101267	POM121C	-0.54
84661	DPY30	-0.54
5929	RBBP5	-0.54
8019	BRD3	-0.54
3720	JARID2	-0.53
86	ACTL6A	-0.53
8721	EDF1	-0.53
26092	TOR1AIP1	-0.53
10474	TADA3	-0.53
6672	SP100	-0.53
23516	SLC39A14	-0.53
51097	SCCPDH	-0.53
3838	KPNA2	-0.52
84717	HDGFRP2	-0.52
57680	CHD8	-0.51
6839	SUV39H1	-0.51
23339	VPS39	-0.51
29947	DNMT3L	-0.51
8520	HAT1	-0.51
8930	MBD4	-0.5
10664	CTCF	-0.5
54617	INO80	-0.5
50810	HDGFRP3	-0.5
84939	MUM1	-0.5
6810	STX4	-0.49
23411	SIRT1	-0.49
93973	ACTR8	-0.49
9063	PIAS2	-0.48
55848	C9orf46	-0.48
55193	PBRM1	-0.48
143884	CWF19L2	-0.48
5563	PRKAA2	-0.47
51426	POLK	-0.47
23047	PDS5B	-0.47
2146	EZH2	-0.47
91646	TDRD12	-0.46
80301	PLEKHO2	-0.46
10075	HUWE1	-0.46
10336	PCGF3	-0.46
84814	PPAPDC3	-0.45
5573	PRKAR1A	-0.44
83903	GSG2	-0.44
5337	PLD1	-0.44
29994	BAZ2B	-0.44
10274	STAG1	-0.44
9612	NCOR2	-0.43
2956	MSH6	-0.43
200424	TET3	-0.43
29095	ORMDL2	-0.43
10376	TUBA1B	-0.43
10447	FAM3C	-0.43
6843	VAMP1	-0.43
9759	HDAC4	-0.43
4152	MBD1	-0.43
9866	TRIM66	-0.42
79918	SETD6	-0.42
29128	UHRF1	-0.42
196483	FAM86A	-0.42
10847	SRCAP	-0.42
23137	SMC5	-0.42
7175	TPR	-0.42
10269	ZMPSTE24	-0.41
11168	PSIP1	-0.41
699	BUB1	-0.41
29028	ATAD2	-0.41
27044	SND1	-0.4
10054	UBA2	-0.4
7320	UBE2B	-0.4
56254	RNF20	-0.4
57713	SFMBT2	-0.4
144404	TMEM120B	-0.4
3229	HOXC13	-0.39
54880	BCOR	-0.39
79697	C14orf169	-0.39
56926	NCLN	-0.39
79023	NUP37	-0.38
6844	VAMP2	-0.38
51548	SIRT6	-0.38
65980	BRD9	-0.38
23409	SIRT4	-0.37
29774	NA	-0.37
56163	RNF17	-0.37
5926	ARID4A	-0.37
84656	NA	-0.37
140732	SUN5	-0.37
92840	REEP6	-0.37
23304	UBR2	-0.37
6917	TCEA1	-0.36
79960	PHF17	-0.36
64598	MOSPD3	-0.36
23399	DULLARD	-0.36
148479	PHF13	-0.34
10600	USP16	-0.34
154807	VKORC1L1	-0.34
6942	TCF20	-0.34
3839	KPNA3	-0.34
11335	CBX3	-0.34
79903	NAA60	-0.33
25972	UNC50	-0.33
84928	TMEM209	-0.33
10196	PRMT3	-0.33
65094	JMJD4	-0.33
10419	PRMT5	-0.32
353238	PADI6	-0.32
10313	RTN3	-0.32
9219	MTA2	-0.31
51533	PHF7	-0.3
10155	TRIM28	-0.3
9425	CDYL	-0.3
10282	BET1	-0.29
57673	BEND3	-0.29
3431	SP110	-0.29
51230	PHF20	-0.29
7108	TM7SF2	-0.29
1386	ATF2	-0.28
4600	MX2	-0.28
25855	BRMS1	-0.28
8473	OGT	-0.28
84295	PHF6	-0.28
9341	VAMP3	-0.28
3717	JAK2	-0.28
953	ENTPD1	-0.28
9426	CDY2A	-0.28
27097	TAF5L	-0.27
444	ASPH	-0.27
11284	PNKP	-0.26
84312	BRMS1L	-0.26
79913	ACTR5	-0.26
55676	SLC30A6	-0.26
23439	ATP1B4	-0.26
57337	SENP7	-0.25
1912	PHC2	-0.25
84333	PCGF5	-0.25
5896	RAG1	-0.25
54947	LPCAT2	-0.25
23673	STX12	-0.24
55636	CHD7	-0.24
10891	PPARGC1A	-0.24
4255	MGMT	-0.24
26147	PHF19	-0.23
6304	SATB1	-0.23
9958	USP15	-0.23
83852	SETDB2	-0.23
11108	PRDM4	-0.22
55869	HDAC8	-0.22
55627	SMPD4	-0.21
93380	MMGT1	-0.21
142	PARP1	-0.21
51742	ARID4B	-0.21
6880	TAF9	-0.2
8467	SMARCA5	-0.2
8760	CDS2	-0.2
54496	PRMT7	-0.2
387103	C6orf173	-0.2
472	ATM	-0.19
23353	UNC84A	-0.19
79885	HDAC11	-0.19
3930	LBR	-0.19
8834	TMEM11	-0.19
5355	PLP2	-0.19
79001	VKORC1	-0.19
55870	ASH1L	-0.19
9252	RPS6KA5	-0.18
84912	SLC35B4	-0.18
6801	STRN	-0.18
51337	THEM6	-0.18
58508	KMT2C	-0.18
84332	DYDC2	-0.18
27349	MCAT	-0.18
151393	FAM82A1	-0.17
9748	SLK	-0.17
55023	PHIP	-0.17
59335	PRDM12	-0.17
6594	SMARCA1	-0.17
6811	STX5	-0.16
29082	CHMP4A	-0.15
6795	AURKC	-0.15
23780	APOL2	-0.15
5630	PRPH	-0.15
84823	LMNB2	-0.15
55662	HIF1AN	-0.15
9025	RNF8	-0.15
26007	DAK	-0.15
27243	CHMP2A	-0.15
112885	PHF21B	-0.15
55850	USE1	-0.14
93349	SP140L	-0.14
3836	KPNA1	-0.14
114826	SMYD4	-0.14
51702	PADI3	-0.14
54934	C12orf41	-0.13
7348	UPK1B	-0.13
53615	MBD3	-0.13
8464	SUPT3H	-0.13
90780	PYGO2	-0.13
5579	PRKCB	-0.12
10098	TSPAN5	-0.12
10384	BTN3A3	-0.12
55151	TMEM38B	-0.12
85365	ALG2	-0.12
90701	SEC11C	-0.12
23613	ZMYND8	-0.11
79609	METTL21D	-0.11
729857	RGPD2	-0.11
6871	TADA2A	-0.11
26038	CHD5	-0.11
171023	ASXL1	-0.11
51105	PHF20L1	-0.11
9960	USP3	-0.11
165918	RNF168	-0.11
3055	HCK	-0.1
2965	GTF2H1	-0.1
126668	TDRD10	-0.1
51322	WAC	-0.1
6500	SKP1	-0.1
26993	AKAP8L	-0.1
23774	BRD1	-0.09
84108	PCGF6	-0.09
8841	HDAC3	-0.09
80853	JHDM1D	-0.09
10162	LPCAT3	-0.09
55266	TMEM19	-0.09
6599	SMARCC1	-0.09
51592	TRIM33	-0.09
9678	PHF14	-0.09
3687	ITGAX	-0.08
51780	KDM3B	-0.08
11000	SLC27A3	-0.08
4012	LNPEP	-0.08
6613	SUMO2	-0.08
23633	KPNA6	-0.08
23204	ARL6IP1	-0.08
1488	CTBP2	-0.08
9918	NCAPD2	-0.08
11161	C14orf1	-0.08
6015	RING1	-0.07
706	TSPO	-0.07
10159	ATP6AP2	-0.07
9570	GOSR2	-0.07
79969	C6orf134	-0.07
151194	FAM119A	-0.07
84181	CHD6	-0.07
5927	KDM5A	-0.06
23492	CBX7	-0.06
51773	RSF1	-0.06
25862	USP49	-0.06
1647	GADD45A	-0.06
7874	USP7	-0.06
9869	SETDB1	-0.06
5585	PKN1	-0.05
221400	TDRD6	-0.05
84975	MFSD5	-0.05
11270	NRM	-0.05
3895	KTN1	-0.04
79053	ALG8	-0.04
54867	TMEM214	-0.04
2010	EMD	-0.04
9329	GTF3C4	-0.04
128866	CHMP4B	-0.04
23310	NCAPD3	-0.04
55252	ASXL2	-0.03
1017	CDK2	-0.03
2542	SLC37A4	-0.03
79643	CHMP6	-0.03
8193	DPF1	-0.03
27127	SMC1B	-0.03
10014	HDAC5	-0.03
117143	TADA1L	-0.03
64091	POPDC2	-0.02
55148	UBR7	-0.02
51026	GOLT1B	-0.02
93611	FBXO44	-0.02
147991	DPY19L3	-0.02
51669	TMEM66	-0.02
56950	SMYD2	-0.01
254359	ZDHHC24	-0.01
64754	SMYD3	-0.01
26578	OSTF1	-0.01
3276	PRMT1	-0.01
5111	PCNA	-0.01
27238	GPKOW	-0.01
147007	TMEM199	-0.01
11105	PRDM7	-0.01
55585	UBE2Q1	-0.01
22823	MTF2	-0.01
128817	CSTL1	0
80314	EPC1	0
8284	JARID1D	0
5110	PCMT1	0
375056	MIA3	0
163589	TDRD5	0
9870	AREL1	0
57332	CBX8	0
5928	RBBP4	0
27005	USP21	0
29072	SETD2	0
1643	DDB2	0
253635	CCDC75	0.01
546	ATRX	0.01
7403	UTX	0.01
56262	LRRC8A	0.01
150572	SMYD1	0.01
56981	PRDM11	0.01
51652	VPS24	0.01
221656	KDM1B	0.01
138474	TAF1L	0.01
29943	PADI1	0.01
26054	SENP6	0.02
6396	SEC13	0.02
4644	MYO5A	0.02
4297	MLL	0.02
8021	NUP214	0.02
29843	SENP1	0.02
2332	FMR1	0.03
8805	TRIM24	0.03
701	BUB1B	0.03
9883	POM121	0.03
93081	C13orf27	0.05
9557	CHD1L	0.05
23466	CBX6	0.05
23135	KDM6B	0.05
9070	ASH2L	0.05
51225	ABI3	0.05
51460	SFMBT1	0.05
116143	WDR92	0.05
8202	NCOA3	0.06
11160	ERLIN2	0.06
114822	RHPN1	0.06
9554	SEC22B	0.07
11176	BAZ2A	0.07
79723	SUV39H2	0.07
57552	AADACL1	0.07
11143	MYST2	0.07
59343	SENP2	0.07
7726	TRIM26	0.07
79139	DERL1	0.07
23210	JMJD6	0.07
84733	CBX2	0.08
23028	AOF2	0.08
163590	TOR1AIP2	0.08
5931	RBBP7	0.08
283238	SLC22A24	0.08
5002	SLC22A18	0.09
129401	NUP35	0.09
4001	LMNB1	0.09
2590	GALNT2	0.09
23244	PDS5A	0.09
4591	TRIM37	0.09
51009	DERL2	0.1
140836	BANF2	0.1
23306	TMEM194A	0.1
4299	AFF1	0.1
348995	NUP43	0.1
158880	USP51	0.11
51147	ING4	0.11
3015	H2AFZ	0.11
148581	UBE2U	0.11
6605	SMARCE1	0.11
91782	CHMP7	0.11
54014	BRWD1	0.11
25978	CHMP2B	0.11
2140	EYA3	0.11
11097	NUPL2	0.12
84261	FBXW9	0.12
3066	HDAC2	0.13
221037	JMJD1C	0.13
3937	LCP2	0.13
29117	BRD7	0.13
9739	SETD1A	0.14
80349	WDR61	0.14
64151	NCAPG	0.14
284058	KIAA1267	0.14
9767	PHF16	0.14
4221	MEN1	0.14
115290	FBXO17	0.15
7703	PCGF2	0.15
10629	TAF6L	0.15
339123	JMJD8	0.15
11240	PADI2	0.16
23225	NUP210	0.16
23081	JMJD2C	0.16
154150	HDGFL1	0.16
2959	GTF2B	0.16
91181	NUP210L	0.16
348801	LNP1	0.16
387893	SETD8	0.17
1105	CHD1	0.17
140690	CTCFL	0.17
54790	TET2	0.17
51111	SUV420H1	0.17
6314	ATXN7	0.17
9482	STX8	0.18
25988	HINFP	0.18
93166	PRDM6	0.18
7329	UBE2I	0.18
60	ACTB	0.18
54968	TMEM70	0.19
9810	RNF40	0.19
55632	KIAA1333	0.19
80152	CENPT	0.19
23468	CBX5	0.2
55080	TAPBPL	0.2
26984	SEC22A	0.2
205564	SENP5	0.2
8086	AAAS	0.2
56164	STK31	0.21
26122	EPC2	0.21
7404	UTY	0.21
55140	ELP3	0.21
8648	NCOA1	0.22
23326	USP22	0.22
1911	PHC1	0.22
55340	GIMAP5	0.22
1468	SLC25A10	0.22
6996	TDG	0.23
55706	TMEM48	0.23
64755	C16orf58	0.23
11107	PRDM5	0.24
1111	CHEK1	0.24
255330	C3orf46	0.24
2280	FKBP1A	0.24
9499	MYOT	0.24
3622	ING2	0.24
1789	DNMT3B	0.24
6890	TAP1	0.25
6999	TDO2	0.25
84102	SLC41A2	0.25
10890	RAB10	0.25
84233	TMEM126A	0.26
5562	PRKAA1	0.26
25909	AHCTF1	0.26
89	ACTN3	0.26
11343	MGLL	0.26
675	BRCA2	0.26
83862	TMEM120A	0.27
51720	UIMC1	0.27
10765	KDM5B	0.27
84289	ING5	0.27
163183	SYNE4	0.28
30827	CXXC1	0.28
80335	WDR82	0.29
23512	SUZ12	0.29
10498	CARM1	0.29
6046	BRD2	0.3
10867	TSPAN9	0.3
54454	ATAD2B	0.32
8085	MLL2	0.33
9913	SUPT7L	0.33
55898	UNC45A	0.34
9317	PTER	0.35
1487	CTBP1	0.35
79813	EHMT1	0.35
80342	TRAF3IP3	0.35
6515	SLC2A3	0.36
6596	HLTF	0.36
221496	LEMD2	0.36
5253	PHF2	0.37
54556	ING3	0.37
84193	SETD3	0.37
112869	CCDC101	0.38
56979	PRDM9	0.38
2286	FKBP2	0.38
11091	WDR5	0.38
3912	LAMB1	0.39
9524	TECR	0.39
93624	NA	0.39
55693	KDM4D	0.39
9112	MTA1	0.39
23067	SETD1B	0.4
57136	APMAP	0.4
8986	RPS6KA4	0.4
23030	KDM4B	0.405
8208	CHAF1B	0.41
79902	NUP85	0.41
4927	NUP88	0.42
170394	PWWP2B	0.42
92822	ZNF276	0.43
9031	BAZ1B	0.43
10919	EHMT2	0.43
10948	STARD3	0.44
143241	DYDC1	0.44
4616	GADD45B	0.44
54830	NUP62CL	0.45
7468	WHSC1	0.45
57504	MTA3	0.45
991	CDC20	0.46
63978	PRDM14	0.47
84148	MYST1	0.48
10237	SLC35B1	0.48
26610	ELP4	0.48
9513	FXR2	0.49
84759	PCGF1	0.49
84787	SUV420H2	0.49
22845	DOLK	0.5
152098	ZCWPW2	0.51
10951	CBX1	0.51
7334	UBE2N	0.51
54904	WHSC1L1	0.51
84619	ZGPAT	0.51
26013	L3MBTL	0.51
23030	JMJD2B	0.51
2138	EYA1	0.52
57649	PHF12	0.52
94026	POM121L2	0.53
84236	RHBDD1	0.53
9129	PRPF3	0.53
326	AIRE	0.54
6045	RNF2	0.55
10322	SMYD5	0.55
63925	ZNF335	0.56
23309	SIN3B	0.56
100137047	JMJD7	0.57
51564	HDAC7	0.57
79188	TMEM43	0.57
10762	NUP50	0.58
51412	ACTL6B	0.58
2186	BPTF	0.58
196541	METTL21C	0.59
121536	AEBP2	0.59
4085	MAD2L1	0.59
23592	LEMD3	0.59
2705	GJB1	0.6
90523	MLIP	0.6
23335	WDR7	0.61
408	ARRB1	0.61
8972	MGAM	0.62
81671	TMEM49	0.63
7341	SUMO1	0.63
27443	CECR2	0.64
309	ANXA6	0.64
27154	BRPF3	0.65
79663	HSPBAP1	0.65
55683	KIAA1310	0.65
639	PRDM1	0.65
8289	ARID1A	0.66
23063	WAPAL	0.67
80816	ASXL3	0.67
8932	MBD2	0.68
80218	NAA50	0.73
56978	PRDM8	0.74
6419	SETMAR	0.75
83746	L3MBTL2	0.75
84522	JAGN1	0.75
8726	EED	0.75
983	CDC2	0.76
22895	RPH3A	0.76
6548	SLC9A1	0.77
80012	PHC3	0.79
9734	HDAC9	0.79
11332	ACOT7	0.8
10389	SCML2	0.8
401265	KLHL31	0.81
9611	NCOR1	0.82
30	ACAA1	0.82
9926	LPGAT1	0.83
7443	VRK1	0.85
11022	TDRKH	0.86
642636	NA	0.86
3275	PRMT2	0.86
55818	JMJD1A	0.86
10051	SMC4	0.87
10668	CGRRF1	0.87
3054	HCFC1	0.88
3684	ITGAM	0.89
390245	NA	0.89
79831	JMJD5	0.91
84864	MINA	0.91
4302	MLLT6	0.91
6872	TAF1	0.91
9757	KMT2B	0.92
8554	PIAS1	0.92
88	ACTN2	0.92
157753	TMEM74	0.94
57462	KIAA1161	0.94
79577	CDC73	0.94
27125	AFF4	0.95
59336	PRDM13	0.95
11083	DIDO1	0.96
340061	TMEM173	0.97
22933	SIRT2	0.97
57142	RTN4	0.97
6299	SALL1	0.98
10524	KAT5	0.98
2222	FDFT1	1.01
3068	HDGF	1.01
1642	DDB1	1.04
3070	HELLS	1.05
63976	PRDM16	1.05
81565	NDEL1	1.07
676	BRDT	1.09
255043	TMEM86B	1.1
9646	CTR9	1.11
9212	AURKB	1.12
55929	DMAP1	1.13
160418	TMTC3	1.14
54623	PAF1	1.16
26108	PYGO1	1.18
27230	SERP1	1.18
2139	EYA2	1.22
9631	NUP155	1.28
373509	USP50	1.29
54892	NCAPG2	1.31
51317	PHF21A	1.31
55677	IWS1	1.32
5252	PHF1	1.35
8243	SMC1A	1.36
6941	TCF19	1.37
10013	HDAC6	1.38
79595	SAP130	1.38
57325	CSRP2BP	1.39
23338	PHF15	1.4
8110	DPF3	1.41
201562	PTPLB	1.41
10735	STAG2	1.42
23224	SYNE2	1.43
5685	PSMA4	1.43
7290	HIRA	1.44
79041	TMEM38A	1.45
55746	NUP133	1.47
57122	NUP107	1.48
1108	CHD4	1.49
8165	AKAP1	1.5
83590	TMUB1	1.5
10943	MSL3	1.52
84678	KDM2B	1.52
79677	SMC6	1.52
4998	ORC1L	1.55
56165	TDRD1	1.55
5119	CHMP1A	1.56
6790	AURKA	1.59
4174	MCM5	1.6
7272	TTK	1.61
3065	HDAC1	1.65
55139	ANKZF1	1.67
23246	BOP1	1.7
23279	NUP160	1.72
51547	SIRT7	1.75
113130	CDCA5	1.78
10285	SMNDC1	1.78
57062	DDX24	1.8
79184	BRCC3	1.85
10228	STX6	1.85
54491	FAM105A	1.86
4236	MFAP1	1.87
10318	TNIP1	1.88
84844	PHF5A	1.88
81929	SEH1L	1.9
10036	CHAF1A	1.9
8480	RAE1	1.97
5905	RANGAP1	1.97
84456	L3MBTL3	1.99
65991	FUNDC2	2
83860	TAF3	2.02
11262	SP140	2.04
138151	NACC2	2.04
5885	RAD21	2.07
151648	SGOL1	2.09
57085	AGTRAP	2.11
256380	SCML4	2.11
3621	ING1	2.12
9818	NUPL1	2.13
8535	CBX4	2.13
5977	DPF2	2.14
6749	SSRP1	2.17
2091	FBL	2.19
57222	ERGIC1	2.21
9972	NUP153	2.21
8450	CUL4B	2.21
23165	NUP205	2.21
9730	VPRBP	2.23
55717	BRWD2	2.25
6881	TAF10	2.25
10490	VTI1B	2.27
8295	TRRAP	2.28
9688	NUP93	2.31
23429	RYBP	2.37
9126	SMC3	2.37
1107	CHD3	2.43
53371	NUP54	2.46
55806	HR	2.49
91133	L3MBTL4	2.54
79415	C17orf62	2.72
57634	EP400	2.72
92421	CHMP4C	2.77
7172	TPMT	2.83
2733	GLE1	2.85
54475	NLE1	2.94
23345	SYNE1	3.11
23636	NUP62	3.19
8794	TNFRSF10C	3.26
7586	ZKSCAN1	3.59
6598	SMARCB1	3.79
7514	XPO1	3.96
10569	SLU7	4.04
23476	BRD4	4.26
5431	POLR2B	4.49
4928	NUP98	4.59
1788	DNMT3A	4.89
