GeneID	GeneSymbol	median_score
6419	SETMAR	-0.57
55898	UNC45A	-0.57
339123	JMJD8	-0.55
80342	TRAF3IP3	-0.55
9611	NCOR1	-0.55
10919	EHMT2	-0.55
79831	JMJD5	-0.54
23309	SIN3B	-0.54
57504	MTA3	-0.54
84181	CHD6	-0.53
1487	CTBP1	-0.53
1017	CDK2	-0.53
55746	NUP133	-0.53
3068	HDGF	-0.52
6515	SLC2A3	-0.52
11022	TDRKH	-0.52
79577	CDC73	-0.51
1468	SLC25A10	-0.51
3070	HELLS	-0.51
54556	ING3	-0.5
26610	ELP4	-0.5
79188	TMEM43	-0.49
51564	HDAC7	-0.49
84864	MINA	-0.48
9112	MTA1	-0.48
112869	CCDC101	-0.48
84102	SLC41A2	-0.47
6996	TDG	-0.47
6890	TAP1	-0.47
83862	TMEM120A	-0.46
84733	CBX2	-0.46
8726	EED	-0.46
152098	ZCWPW2	-0.46
326	AIRE	-0.45
7329	UBE2I	-0.45
163183	SYNE4	-0.44
284058	KIAA1267	-0.44
10762	NUP50	-0.44
143241	DYDC1	-0.44
80152	CENPT	-0.44
25988	HINFP	-0.44
154150	HDGFL1	-0.43
8193	DPF1	-0.43
8464	SUPT3H	-0.43
5119	CHMP1A	-0.43
3937	LCP2	-0.42
2010	EMD	-0.41
10951	CBX1	-0.41
8554	PIAS1	-0.41
5253	PHF2	-0.41
3054	HCFC1	-0.41
55148	UBR7	-0.4
2590	GALNT2	-0.4
9513	FXR2	-0.4
8295	TRRAP	-0.4
9748	SLK	-0.39
54623	PAF1	-0.39
2222	FDFT1	-0.38
9646	CTR9	-0.38
93166	PRDM6	-0.37
94026	POM121L2	-0.36
27443	CECR2	-0.36
1111	CHEK1	-0.35
7290	HIRA	-0.35
9025	RNF8	-0.34
29117	BRD7	-0.34
54014	BRWD1	-0.34
23063	WAPAL	-0.34
221496	LEMD2	-0.33
11343	MGLL	-0.32
701	BUB1B	-0.32
10282	BET1	-0.32
80816	ASXL3	-0.32
55777	MBD5	-0.31
84912	SLC35B4	-0.31
22933	SIRT2	-0.3
84619	ZGPAT	-0.3
55818	JMJD1A	-0.29
4998	ORC1L	-0.29
10384	BTN3A3	-0.29
2959	GTF2B	-0.29
51412	ACTL6B	-0.29
991	CDC20	-0.29
6602	SMARCD1	-0.28
84193	SETD3	-0.28
54830	NUP62CL	-0.28
7158	TP53BP1	-0.27
129401	NUP35	-0.27
115290	FBXO17	-0.27
150572	SMYD1	-0.27
1911	PHC1	-0.27
64426	SUDS3	-0.26
23512	SUZ12	-0.26
9554	SEC22B	-0.26
55140	ELP3	-0.25
10498	CARM1	-0.25
79813	EHMT1	-0.25
23028	AOF2	-0.25
63925	ZNF335	-0.25
9918	NCAPD2	-0.24
7404	UTY	-0.23
79643	CHMP6	-0.23
27154	BRPF3	-0.23
10890	RAB10	-0.23
23030	KDM4B	-0.225
4616	GADD45B	-0.22
51548	SIRT6	-0.22
90523	MLIP	-0.22
6672	SP100	-0.21
64151	NCAPG	-0.2
221037	JMJD1C	-0.2
92822	ZNF276	-0.2
8085	MLL2	-0.2
23339	VPS39	-0.19
9926	LPGAT1	-0.19
9866	TRIM66	-0.19
80335	WDR82	-0.19
6046	BRD2	-0.18
29028	ATAD2	-0.18
84656	NA	-0.18
11108	PRDM4	-0.18
408	ARRB1	-0.18
170394	PWWP2B	-0.18
8021	NUP214	-0.18
26578	OSTF1	-0.17
348801	LNP1	-0.17
55869	HDAC8	-0.17
54790	TET2	-0.17
9482	STX8	-0.17
2186	BPTF	-0.17
23030	JMJD2B	-0.17
675	BRCA2	-0.16
51337	THEM6	-0.16
93624	NA	-0.16
51460	SFMBT1	-0.15
22895	RPH3A	-0.15
3276	PRMT1	-0.14
55252	ASXL2	-0.14
2332	FMR1	-0.14
51230	PHF20	-0.14
23204	ARL6IP1	-0.14
9870	AREL1	-0.14
2138	EYA1	-0.14
6548	SLC9A1	-0.14
9757	KMT2B	-0.14
23067	SETD1B	-0.13
6596	HLTF	-0.13
51652	VPS24	-0.13
26984	SEC22A	-0.12
55693	KDM4D	-0.12
10098	TSPAN5	-0.11
84814	PPAPDC3	-0.11
79960	PHF17	-0.11
4012	LNPEP	-0.11
79595	SAP130	-0.11
79902	NUP85	-0.11
9524	TECR	-0.11
3836	KPNA1	-0.1
79053	ALG8	-0.1
6844	VAMP2	-0.1
4221	MEN1	-0.1
55870	ASH1L	-0.09
205564	SENP5	-0.09
5562	PRKAA1	-0.09
7726	TRIM26	-0.09
8086	AAAS	-0.09
22845	DOLK	-0.09
9739	SETD1A	-0.09
85365	ALG2	-0.08
2280	FKBP1A	-0.08
114822	RHPN1	-0.08
6045	RNF2	-0.08
23592	LEMD3	-0.08
84261	FBXW9	-0.08
79139	DERL1	-0.08
56981	PRDM11	-0.07
11107	PRDM5	-0.06
6795	AURKC	-0.06
4000	LMNA	-0.05
10867	TSPAN9	-0.05
8648	NCOA1	-0.05
9252	RPS6KA5	-0.04
5110	PCMT1	-0.04
6872	TAF1	-0.04
54454	ATAD2B	-0.04
23326	USP22	-0.04
5927	KDM5A	-0.03
8972	MGAM	-0.03
4675	NAP1L3	-0.03
23210	JMJD6	-0.03
9810	RNF40	-0.03
51009	DERL2	-0.03
55632	KIAA1333	-0.03
55340	GIMAP5	-0.03
23135	KDM6B	-0.03
4297	MLL	-0.03
11161	C14orf1	-0.02
3930	LBR	-0.02
89	ACTN3	-0.02
221656	KDM1B	-0.02
57337	SENP7	-0.02
9499	MYOT	-0.02
151636	DTX3L	-0.01
23673	STX12	-0.01
10014	HDAC5	-0.01
51111	SUV420H1	-0.01
8834	TMEM11	-0.01
9570	GOSR2	-0.01
6880	TAF9	-0.01
7703	PCGF2	-0.01
128817	CSTL1	-0.01
3912	LAMB1	-0.01
22823	MTF2	0
8284	JARID1D	0
9767	PHF16	0
80012	PHC3	0
23306	TMEM194A	0
93611	FBXO44	0
9869	SETDB1	0
11160	ERLIN2	0
57552	AADACL1	0
54496	PRMT7	0
6999	TDO2	0.01
3895	KTN1	0.01
140732	SUN5	0.01
255330	C3orf46	0.01
10765	KDM5B	0.01
29947	DNMT3L	0.01
283238	SLC22A24	0.01
23466	CBX6	0.01
5931	RBBP7	0.01
6119	RPA3	0.01
8986	RPS6KA4	0.02
55627	SMPD4	0.02
196483	FAM86A	0.02
29082	CHMP4A	0.02
143884	CWF19L2	0.02
140836	BANF2	0.03
51322	WAC	0.03
10075	HUWE1	0.03
163590	TOR1AIP2	0.03
128866	CHMP4B	0.03
6811	STX5	0.03
54867	TMEM214	0.03
151194	FAM119A	0.03
114826	SMYD4	0.04
8815	BANF1	0.04
91181	NUP210L	0.04
6599	SMARCC1	0.04
10322	SMYD5	0.04
25978	CHMP2B	0.04
5355	PLP2	0.04
5896	RAG1	0.05
83746	L3MBTL2	0.05
55706	TMEM48	0.05
8841	HDAC3	0.06
6883	TAF12	0.06
57117	INTS12	0.06
23439	ATP1B4	0.06
59336	PRDM13	0.06
65094	JMJD4	0.06
83933	HDAC10	0.06
80853	JHDM1D	0.06
171023	ASXL1	0.06
8208	CHAF1B	0.06
23224	SYNE2	0.06
10847	SRCAP	0.06
142	PARP1	0.06
51702	PADI3	0.07
57673	BEND3	0.07
2140	EYA3	0.07
65980	BRD9	0.07
57136	APMAP	0.07
55636	CHD7	0.07
5573	PRKAR1A	0.08
10269	ZMPSTE24	0.08
55266	TMEM19	0.08
59335	PRDM12	0.08
10162	LPCAT3	0.09
64755	C16orf58	0.09
1647	GADD45A	0.09
7348	UPK1B	0.09
4001	LMNB1	0.09
10447	FAM3C	0.1
54737	MPHOSPH8	0.1
60343	FAM3A	0.1
26054	SENP6	0.1
90268	FAM105B	0.11
51669	TMEM66	0.11
27238	GPKOW	0.11
23468	CBX5	0.11
23081	JMJD2C	0.11
25862	USP49	0.11
64324	NSD1	0.12
11105	PRDM7	0.12
2286	FKBP2	0.12
100101267	POM121C	0.12
51225	ABI3	0.12
93349	SP140L	0.12
8467	SMARCA5	0.12
91782	CHMP7	0.12
84823	LMNB2	0.12
64091	POPDC2	0.12
375056	MIA3	0.13
56163	RNF17	0.13
29943	PADI1	0.13
51742	ARID4B	0.13
5928	RBBP4	0.13
23137	SMC5	0.13
27349	MCAT	0.14
729857	RGPD2	0.14
7874	USP7	0.14
29072	SETD2	0.14
158880	USP51	0.14
29774	NA	0.14
55850	USE1	0.15
9678	PHF14	0.15
9759	HDAC4	0.15
27243	CHMP2A	0.15
26038	CHD5	0.15
53615	MBD3	0.15
5585	PKN1	0.15
55023	PHIP	0.15
26013	L3MBTL	0.15
79723	SUV39H2	0.16
10474	TADA3	0.16
138474	TAF1L	0.16
10902	BRD8	0.16
3229	HOXC13	0.16
9960	USP3	0.16
8314	BAP1	0.16
1488	CTBP2	0.17
55063	ZCWPW1	0.17
10600	USP16	0.17
7320	UBE2B	0.17
163589	TDRD5	0.17
80314	EPC1	0.18
9958	USP15	0.19
147991	DPY19L3	0.19
117143	TADA1L	0.2
54947	LPCAT2	0.2
4152	MBD1	0.2
144404	TMEM120B	0.2
9070	ASH2L	0.2
546	ATRX	0.2
84717	HDGFRP2	0.21
154807	VKORC1L1	0.21
27044	SND1	0.21
3055	HCK	0.21
23353	UNC84A	0.21
23244	PDS5A	0.21
4299	AFF1	0.22
56262	LRRC8A	0.22
79001	VKORC1	0.22
56978	PRDM8	0.22
2965	GTF2H1	0.22
84108	PCGF6	0.23
26993	AKAP8L	0.23
1312	COMT	0.23
10195	ALG3	0.23
6917	TCEA1	0.23
9883	POM121	0.23
5897	RAG2	0.23
3720	JARID2	0.23
5002	SLC22A18	0.23
11270	NRM	0.23
80312	TET1	0.23
57680	CHD8	0.24
9329	GTF3C4	0.24
699	BUB1	0.24
23633	KPNA6	0.24
51097	SCCPDH	0.24
7862	BRPF1	0.24
639	PRDM1	0.24
114803	MYSM1	0.25
55676	SLC30A6	0.25
22976	PAXIP1	0.25
57332	CBX8	0.25
8473	OGT	0.25
9317	PTER	0.25
6314	ATXN7	0.26
3622	ING2	0.26
23774	BRD1	0.26
79969	C6orf134	0.26
23310	NCAPD3	0.26
56895	AGPAT4	0.27
4204	MECP2	0.27
55904	KMT2E	0.27
58508	KMT2C	0.27
6810	STX4	0.27
84065	TMEM222	0.27
2956	MSH6	0.27
29058	TMEM230	0.28
4591	TRIM37	0.28
10155	TRIM28	0.28
51426	POLK	0.28
9063	PIAS2	0.28
257218	SHPRH	0.28
93081	C13orf27	0.28
1105	CHD1	0.28
9219	MTA2	0.29
3066	HDAC2	0.29
8930	MBD4	0.29
2542	SLC37A4	0.29
55585	UBE2Q1	0.29
9426	CDY2A	0.29
84975	MFSD5	0.3
5630	PRPH	0.3
55193	PBRM1	0.3
10592	SMC2	0.31
54708	MARCH5	0.31
27097	TAF5L	0.32
11176	BAZ2A	0.32
6843	VAMP1	0.32
51773	RSF1	0.32
29843	SENP1	0.32
26502	NARF	0.32
256979	SUN3	0.32
8850	KAT2B	0.33
11168	PSIP1	0.33
5579	PRKCB	0.33
55209	SETD5	0.33
79697	C14orf169	0.34
2122	EVI1	0.34
6612	SUMO3	0.35
10891	PPARGC1A	0.35
25909	AHCTF1	0.35
116143	WDR92	0.35
51533	PHF7	0.35
51780	KDM3B	0.35
151393	FAM82A1	0.35
199953	TMEM201	0.36
9341	VAMP3	0.36
8202	NCOA3	0.36
10054	UBA2	0.36
5902	RANBP1	0.36
23411	SIRT1	0.36
6942	TCF20	0.37
26168	SENP3	0.37
3838	KPNA2	0.37
23047	PDS5B	0.37
59343	SENP2	0.37
126668	TDRD10	0.38
112885	PHF21B	0.38
1643	DDB2	0.38
148479	PHF13	0.39
6871	TADA2A	0.39
4644	MYO5A	0.39
51105	PHF20L1	0.4
84928	TMEM209	0.4
170575	GIMAP1	0.41
6304	SATB1	0.41
57713	SFMBT2	0.41
10629	TAF6L	0.41
91646	TDRD12	0.41
27127	SMC1B	0.41
6396	SEC13	0.41
8028	MLLT10	0.42
84295	PHF6	0.42
92840	REEP6	0.42
83852	SETDB2	0.43
7108	TM7SF2	0.43
221400	TDRD6	0.43
10196	PRMT3	0.43
161176	SYNE3	0.44
30827	CXXC1	0.44
23613	ZMYND8	0.44
953	ENTPD1	0.44
80349	WDR61	0.44
5563	PRKAA2	0.44
6597	SMARCA4	0.45
9425	CDYL	0.45
10771	ZMYND11	0.45
79152	FA2H	0.45
79903	NAA60	0.46
23780	APOL2	0.46
10159	ATP6AP2	0.47
11143	MYST2	0.47
64754	SMYD3	0.47
27348	TOR1B	0.48
3717	JAK2	0.48
165918	RNF168	0.48
348995	NUP43	0.49
1106	CHD2	0.49
27005	USP21	0.49
93380	MMGT1	0.5
84661	DPY30	0.5
25972	UNC50	0.5
200424	TET3	0.5
6594	SMARCA1	0.5
7175	TPR	0.5
1059	CENPB	0.51
8760	CDS2	0.51
55352	C17orf79	0.51
6839	SUV39H1	0.51
5929	RBBP5	0.51
80301	PLEKHO2	0.52
3703	STT3A	0.52
353238	PADI6	0.52
147007	TMEM199	0.52
285877	NA	0.52
23424	TDRD7	0.52
56254	RNF20	0.52
23225	NUP210	0.53
83903	GSG2	0.54
25855	BRMS1	0.54
254065	BRWD3	0.54
10982	MAPRE2	0.55
8878	SQSTM1	0.55
56980	PRDM10	0.55
22908	SACM1L	0.55
29095	ORMDL2	0.55
79609	METTL21D	0.55
23522	KAT6B	0.56
23133	PHF8	0.56
1786	DNMT1	0.56
51592	TRIM33	0.56
10336	PCGF3	0.56
56926	NCLN	0.57
84332	DYDC2	0.57
1386	ATF2	0.57
472	ATM	0.57
8805	TRIM24	0.58
26147	PHF19	0.58
84312	BRMS1L	0.58
444	ASPH	0.58
23511	NUP188	0.59
122402	TDRD9	0.61
79142	PHF23	0.61
26007	DAK	0.61
29128	UHRF1	0.61
6856	SYPL1	0.62
7466	WFS1	0.62
55151	TMEM38B	0.62
3431	SP110	0.62
1912	PHC2	0.62
4255	MGMT	0.63
1787	TRDMT1	0.63
8019	BRD3	0.63
55662	HIF1AN	0.64
5879	RAC1	0.64
54093	SETD4	0.64
29781	NCAPH2	0.64
8359	HIST1H4A	0.65
64598	MOSPD3	0.65
124359	CDYL2	0.65
84333	PCGF5	0.65
5337	PLD1	0.66
253635	CCDC75	0.67
55170	PRMT6	0.67
79828	METTL8	0.67
22955	SCMH1	0.68
5987	TRIM27	0.68
10734	STAG3	0.69
90701	SEC11C	0.69
6613	SUMO2	0.69
6604	SMARCD3	0.7
10970	CKAP4	0.71
3687	ITGAX	0.71
11284	PNKP	0.72
10419	PRMT5	0.72
9612	NCOR2	0.73
2648	KAT2A	0.73
84939	MUM1	0.73
55848	C9orf46	0.73
8379	MAD1L1	0.74
23304	UBR2	0.74
56943	ENY2	0.75
84790	TUBA1C	0.75
64431	ACTR6	0.75
8721	EDF1	0.75
51522	TMEM14C	0.77
3839	KPNA3	0.77
23408	SIRT5	0.77
3015	H2AFZ	0.77
79913	ACTR5	0.78
10274	STAG1	0.78
4600	MX2	0.78
79918	SETD6	0.79
23399	DULLARD	0.79
11335	CBX3	0.79
254359	ZDHHC24	0.79
90780	PYGO2	0.8
54617	INO80	0.8
6941	TCF19	0.8
8681	JMJD7-PLA2G4B	0.81
7799	PRDM2	0.82
23409	SIRT4	0.82
23469	PHF3	0.82
80854	SETD7	0.84
7994	MYST3	0.84
6801	STRN	0.85
10313	RTN3	0.85
4674	NAP1L2	0.86
25840	METTL7A	0.86
254013	C12orf72	0.87
10038	PARP2	0.87
5578	PRKCA	0.87
1962	EHHADH	0.89
93973	ACTR8	0.89
10743	RAI1	0.89
3840	KPNA4	0.9
56341	PRMT8	0.9
50810	HDGFRP3	0.92
51131	PHF11	0.92
54799	MBTD1	0.94
25777	SUN2	0.94
8417	STX7	0.94
51026	GOLT1B	0.94
26092	TOR1AIP1	0.95
79073	TMEM109	0.96
2962	GTF2F1	0.97
54880	BCOR	0.97
7112	TMPO	0.97
2146	EZH2	0.98
23397	NCAPH	0.98
10567	RABAC1	1
201254	STRA13	1.02
90826	PRMT10	1.03
10445	MCRS1	1.05
116173	CMTM5	1.05
2289	FKBP5	1.06
6595	SMARCA2	1.06
931	MS4A1	1.06
10857	PGRMC1	1.06
57338	JPH3	1.09
5580	PRKCD	1.1
81550	TDRD3	1.1
123169	LEO1	1.1
4665	NAB2	1.11
22992	FBXL11	1.11
8520	HAT1	1.11
5903	RANBP2	1.12
387103	C6orf173	1.13
26998	FETUB	1.14
57132	CHMP1B	1.14
7319	UBE2A	1.14
79023	NUP37	1.17
29994	BAZ2B	1.18
158358	KIAA2026	1.19
11177	BAZ1A	1.2
79823	C2orf34	1.2
3799	KIF5B	1.22
6877	TAF5	1.22
10664	CTCF	1.24
2073	ERCC5	1.25
9575	CLOCK	1.26
648	BMI1	1.27
5926	ARID4A	1.28
51588	PIAS4	1.28
10376	TUBA1B	1.28
114882	OSBPL8	1.29
51510	CHMP5	1.29
84444	DOT1L	1.3
203547	NA	1.31
80205	CHD9	1.31
8242	JARID1C	1.32
10933	MORF4L1	1.34
55274	PHF10	1.38
2145	EZH1	1.38
63977	PRDM15	1.39
23569	PADI4	1.43
6601	SMARCC2	1.45
23492	CBX7	1.51
90523	C6orf142	1.51
25942	SIN3A	1.52
545	ATR	1.54
64327	LMBR1	1.55
90407	TMEM41A	1.55
11198	SUPT16H	1.57
23516	SLC39A14	1.61
56970	ATXN7L3	1.65
7324	UBE2E1	1.79
2033	EP300	1.79
23410	SIRT3	1.8
4673	NAP1L1	1.8
27314	RAB30	1.83
23013	SPEN	1.83
400966	RGPD1	2
51343	FZR1	2
1387	CREBBP	2.02
