GeneID	GeneSymbol	median_score
57117	INTS12	-0.4
8284	JARID1D	-0.4
59343	SENP2	-0.4
3717	JAK2	-0.4
8648	NCOA1	-0.39
51225	ABI3	-0.39
10054	UBA2	-0.38
545	ATR	-0.38
90826	PRMT10	-0.38
23411	SIRT1	-0.38
56164	STK31	-0.37
5563	PRKAA2	-0.37
57337	SENP7	-0.37
7403	UTX	-0.37
6602	SMARCD1	-0.37
9557	CHD1L	-0.37
23204	ARL6IP1	-0.37
25972	UNC50	-0.37
165918	RNF168	-0.37
54708	MARCH5	-0.36
2965	GTF2H1	-0.36
84295	PHF6	-0.36
8834	TMEM11	-0.36
8242	JARID1C	-0.36
8021	NUP214	-0.36
54799	MBTD1	-0.36
9425	CDYL	-0.36
3839	KPNA3	-0.36
84790	TUBA1C	-0.35
5630	PRPH	-0.35
9767	PHF16	-0.35
10274	STAG1	-0.35
23492	CBX7	-0.34
10902	BRD8	-0.34
283238	SLC22A24	-0.34
51337	THEM6	-0.34
348801	LNP1	-0.34
1786	DNMT1	-0.34
472	ATM	-0.33
6594	SMARCA1	-0.33
57338	JPH3	-0.32
5337	PLD1	-0.32
79723	SUV39H2	-0.32
4152	MBD1	-0.32
55676	SLC30A6	-0.32
3622	ING2	-0.31
84181	CHD6	-0.31
29947	DNMT3L	-0.31
1386	ATF2	-0.3
8379	MAD1L1	-0.3
54617	INO80	-0.3
154807	VKORC1L1	-0.3
158358	KIAA2026	-0.3
10743	RAI1	-0.3
7334	UBE2N	-0.29
8986	RPS6KA4	-0.29
339123	JMJD8	-0.29
3687	ITGAX	-0.28
7320	UBE2B	-0.28
55209	SETD5	-0.28
83933	HDAC10	-0.28
55870	ASH1L	-0.28
54947	LPCAT2	-0.28
10847	SRCAP	-0.28
10664	CTCF	-0.28
375056	MIA3	-0.28
9252	RPS6KA5	-0.27
79903	NAA60	-0.27
5928	RBBP4	-0.27
8464	SUPT3H	-0.27
10376	TUBA1B	-0.27
10313	RTN3	-0.27
9866	TRIM66	-0.26
25978	CHMP2B	-0.26
55636	CHD7	-0.26
953	ENTPD1	-0.26
23047	PDS5B	-0.26
931	MS4A1	-0.25
58508	KMT2C	-0.25
56926	NCLN	-0.25
6871	TADA2A	-0.25
6500	SKP1	-0.25
1643	DDB2	-0.25
9810	RNF40	-0.24
23469	PHF3	-0.24
51230	PHF20	-0.24
11143	MYST2	-0.23
6844	VAMP2	-0.23
10734	STAG3	-0.23
116143	WDR92	-0.23
29058	TMEM230	-0.23
23466	CBX6	-0.22
56262	LRRC8A	-0.22
23633	KPNA6	-0.22
256979	SUN3	-0.22
10933	MORF4L1	-0.22
1789	DNMT3B	-0.22
11161	C14orf1	-0.22
8721	EDF1	-0.21
171023	ASXL1	-0.21
9883	POM121	-0.21
7862	BRPF1	-0.21
10159	ATP6AP2	-0.2
51105	PHF20L1	-0.2
79697	C14orf169	-0.2
10196	PRMT3	-0.2
114826	SMYD4	-0.2
23439	ATP1B4	-0.2
8314	BAP1	-0.19
10282	BET1	-0.19
142	PARP1	-0.19
114822	RHPN1	-0.19
25855	BRMS1	-0.19
10384	BTN3A3	-0.19
11168	PSIP1	-0.19
8760	CDS2	-0.19
29128	UHRF1	-0.19
84939	MUM1	-0.19
353238	PADI6	-0.19
80349	WDR61	-0.18
84912	SLC35B4	-0.18
26998	FETUB	-0.17
90701	SEC11C	-0.17
6015	RING1	-0.16
5002	SLC22A18	-0.16
23673	STX12	-0.16
10447	FAM3C	-0.16
2542	SLC37A4	-0.15
706	TSPO	-0.15
55850	USE1	-0.15
65094	JMJD4	-0.15
51009	DERL2	-0.14
25862	USP49	-0.14
10162	LPCAT3	-0.14
59335	PRDM12	-0.14
7108	TM7SF2	-0.14
64598	MOSPD3	-0.14
11240	PADI2	-0.13
5573	PRKAR1A	-0.13
199953	TMEM201	-0.13
9570	GOSR2	-0.13
3836	KPNA1	-0.13
1642	DDB1	-0.13
51702	PADI3	-0.13
7874	USP7	-0.13
23397	NCAPH	-0.13
9341	VAMP3	-0.13
51097	SCCPDH	-0.13
56970	ATXN7L3	-0.12
26054	SENP6	-0.12
3720	JARID2	-0.12
51533	PHF7	-0.12
8193	DPF1	-0.12
9112	MTA1	-0.12
147991	DPY19L3	-0.12
54830	NUP62CL	-0.12
112885	PHF21B	-0.12
23409	SIRT4	-0.11
79918	SETD6	-0.11
57713	SFMBT2	-0.11
91181	NUP210L	-0.11
93611	FBXO44	-0.11
56341	PRMT8	-0.11
26993	AKAP8L	-0.11
64091	POPDC2	-0.1
4600	MX2	-0.1
6613	SUMO2	-0.1
9869	SETDB1	-0.1
56163	RNF17	-0.1
221656	KDM1B	-0.1
221037	JMJD1C	-0.09
7703	PCGF2	-0.09
1017	CDK2	-0.09
9554	SEC22B	-0.09
699	BUB1	-0.09
5896	RAG1	-0.09
3895	KTN1	-0.08
79885	HDAC11	-0.08
57552	AADACL1	-0.08
56943	ENY2	-0.08
26007	DAK	-0.08
29072	SETD2	-0.08
9329	GTF3C4	-0.08
84823	LMNB2	-0.07
64426	SUDS3	-0.07
163183	SYNE4	-0.07
23244	PDS5A	-0.07
6605	SMARCE1	-0.07
79913	ACTR5	-0.07
254359	ZDHHC24	-0.06
23780	APOL2	-0.06
93349	SP140L	-0.06
444	ASPH	-0.06
54496	PRMT7	-0.06
147007	TMEM199	-0.06
84444	DOT1L	-0.05
4012	LNPEP	-0.05
55898	UNC45A	-0.05
23613	ZMYND8	-0.05
79969	C6orf134	-0.05
9870	AREL1	-0.05
23310	NCAPD3	-0.05
2705	GJB1	-0.04
6810	STX4	-0.04
10629	TAF6L	-0.04
8473	OGT	-0.04
84193	SETD3	-0.04
90780	PYGO2	-0.04
60343	FAM3A	-0.04
6599	SMARCC1	-0.04
205564	SENP5	-0.03
57673	BEND3	-0.02
55023	PHIP	-0.02
29843	SENP1	-0.02
5111	PCNA	-0.02
701	BUB1B	-0.02
51547	SIRT7	-0.01
5897	RAG2	-0.01
51147	ING4	-0.01
221496	LEMD2	-0.01
51131	PHF11	-0.01
9070	ASH2L	-0.01
27127	SMC1B	-0.01
3015	H2AFZ	0
55632	KIAA1333	0
10419	PRMT5	0
22823	MTF2	0
2956	MSH6	0
163590	TOR1AIP2	0
10765	KDM5B	0
79577	CDC73	0
675	BRCA2	0
6996	TDG	0
84656	NA	0
128866	CHMP4B	0
8467	SMARCA5	0
7726	TRIM26	0
23339	VPS39	0.01
10600	USP16	0.01
9317	PTER	0.01
348995	NUP43	0.01
80335	WDR82	0.01
30	ACAA1	0.01
84289	ING5	0.01
85365	ALG2	0.01
138474	TAF1L	0.01
11108	PRDM4	0.02
2332	FMR1	0.02
729857	RGPD2	0.02
129401	NUP35	0.02
51111	SUV420H1	0.02
23512	SUZ12	0.02
4297	MLL	0.02
23210	JMJD6	0.02
9918	NCAPD2	0.03
93081	C13orf27	0.04
54867	TMEM214	0.04
5355	PLP2	0.04
84733	CBX2	0.05
7341	SUMO1	0.05
2286	FKBP2	0.05
56950	SMYD2	0.05
79023	NUP37	0.05
117143	TADA1L	0.05
4221	MEN1	0.05
80314	EPC1	0.06
7404	UTY	0.06
54454	ATAD2B	0.06
84065	TMEM222	0.06
11270	NRM	0.06
79609	METTL21D	0.06
6880	TAF9	0.07
84261	FBXW9	0.07
9913	SUPT7L	0.07
23338	PHF15	0.07
546	ATRX	0.07
84102	SLC41A2	0.07
10038	PARP2	0.07
10155	TRIM28	0.07
6314	ATXN7	0.07
23468	CBX5	0.08
3055	HCK	0.08
8289	ARID1A	0.08
53615	MBD3	0.08
9960	USP3	0.08
3937	LCP2	0.08
9958	USP15	0.08
196483	FAM86A	0.08
64754	SMYD3	0.08
255043	TMEM86B	0.09
79053	ALG8	0.09
26578	OSTF1	0.09
150572	SMYD1	0.09
51773	RSF1	0.09
83852	SETDB2	0.09
27005	USP21	0.09
6419	SETMAR	0.1
6795	AURKC	0.1
1487	CTBP1	0.1
23306	TMEM194A	0.1
51026	GOLT1B	0.1
51669	TMEM66	0.1
11343	MGLL	0.1
151393	FAM82A1	0.11
115290	FBXO17	0.11
54790	TET2	0.11
309	ANXA6	0.11
255330	C3orf46	0.11
26984	SEC22A	0.12
27044	SND1	0.12
8202	NCOA3	0.13
6890	TAP1	0.13
26038	CHD5	0.13
23353	UNC84A	0.14
7329	UBE2I	0.14
23063	WAPAL	0.15
163589	TDRD5	0.15
10867	TSPAN9	0.15
55340	GIMAP5	0.15
79001	VKORC1	0.15
3838	KPNA2	0.16
11107	PRDM5	0.16
10951	CBX1	0.16
23067	SETD1B	0.17
4927	NUP88	0.17
221400	TDRD6	0.17
55585	UBE2Q1	0.17
284058	KIAA1267	0.17
9926	LPGAT1	0.17
64755	C16orf58	0.17
27238	GPKOW	0.18
10762	NUP50	0.19
10098	TSPAN5	0.19
51652	VPS24	0.19
84236	RHBDD1	0.19
148479	PHF13	0.2
5879	RAC1	0.2
57332	CBX8	0.2
6811	STX5	0.2
1111	CHEK1	0.21
9612	NCOR2	0.21
11176	BAZ2A	0.21
4591	TRIM37	0.21
64151	NCAPG	0.21
79902	NUP85	0.22
2010	EMD	0.22
4299	AFF1	0.22
26610	ELP4	0.23
2590	GALNT2	0.23
10322	SMYD5	0.23
26122	EPC2	0.23
154150	HDGFL1	0.23
79831	JMJD5	0.24
1105	CHD1	0.24
11000	SLC27A3	0.24
84814	PPAPDC3	0.25
93166	PRDM6	0.25
5931	RBBP7	0.25
91782	CHMP7	0.26
84332	DYDC2	0.26
9739	SETD1A	0.27
3276	PRMT1	0.27
8085	MLL2	0.27
56979	PRDM9	0.27
51780	KDM3B	0.28
9025	RNF8	0.28
2959	GTF2B	0.28
991	CDC20	0.29
27154	BRPF3	0.29
89	ACTN3	0.29
253635	CCDC75	0.3
3912	LAMB1	0.3
81671	TMEM49	0.3
93624	NA	0.3
25909	AHCTF1	0.3
51592	TRIM33	0.3
9524	TECR	0.31
4674	NAP1L2	0.31
148581	UBE2U	0.31
84975	MFSD5	0.31
84759	PCGF1	0.32
54934	C12orf41	0.32
3066	HDAC2	0.32
30827	CXXC1	0.32
79813	EHMT1	0.32
1647	GADD45A	0.32
6396	SEC13	0.32
5562	PRKAA1	0.33
3070	HELLS	0.33
23081	JMJD2C	0.33
29117	BRD7	0.33
3930	LBR	0.34
2280	FKBP1A	0.34
22895	RPH3A	0.34
23774	BRD1	0.35
55252	ASXL2	0.35
23225	NUP210	0.35
84233	TMEM126A	0.36
84787	SUV420H2	0.36
25988	HINFP	0.37
7112	TMPO	0.37
55693	KDM4D	0.37
55080	TAPBPL	0.37
5579	PRKCB	0.38
55266	TMEM19	0.38
373509	USP50	0.38
5252	PHF1	0.39
63925	ZNF335	0.39
11097	NUPL2	0.39
54968	TMEM70	0.4
3621	ING1	0.4
11105	PRDM7	0.4
140690	CTCFL	0.4
1468	SLC25A10	0.4
4644	MYO5A	0.41
26013	L3MBTL	0.41
23030	KDM4B	0.41
54556	ING3	0.42
5110	PCMT1	0.42
80342	TRAF3IP3	0.42
83746	L3MBTL2	0.43
9631	NUP155	0.43
9499	MYOT	0.43
112869	CCDC101	0.43
60	ACTB	0.43
55148	UBR7	0.44
9646	CTR9	0.44
639	PRDM1	0.44
80152	CENPT	0.44
80853	JHDM1D	0.45
79188	TMEM43	0.45
983	CDC2	0.46
56981	PRDM11	0.46
9129	PRPF3	0.46
9611	NCOR1	0.47
56978	PRDM8	0.48
55677	IWS1	0.48
7468	WHSC1	0.48
94026	POM121L2	0.48
57136	APMAP	0.48
27443	CECR2	0.49
83862	TMEM120A	0.49
5253	PHF2	0.49
121536	AEBP2	0.49
54880	BCOR	0.51
10668	CGRRF1	0.51
84148	MYST1	0.51
54904	WHSC1L1	0.52
23135	KDM6B	0.52
6046	BRD2	0.53
7348	UPK1B	0.54
2186	BPTF	0.54
3275	PRMT2	0.55
6999	TDO2	0.56
79139	DERL1	0.56
80218	NAA50	0.56
10890	RAB10	0.56
55683	KIAA1310	0.57
23309	SIN3B	0.57
4302	MLLT6	0.57
196541	METTL21C	0.58
151194	FAM119A	0.58
7443	VRK1	0.59
55706	TMEM48	0.59
3068	HDGF	0.59
57142	RTN4	0.59
23030	JMJD2B	0.59
8208	CHAF1B	0.6
10318	TNIP1	0.61
10051	SMC4	0.61
10237	SLC35B1	0.61
140836	BANF2	0.61
51412	ACTL6B	0.61
1488	CTBP2	0.61
84619	ZGPAT	0.62
51460	SFMBT1	0.62
10389	SCML2	0.63
10919	EHMT2	0.63
23028	AOF2	0.64
90523	MLIP	0.655
59336	PRDM13	0.66
55140	ELP3	0.66
29082	CHMP4A	0.67
170394	PWWP2B	0.67
79663	HSPBAP1	0.69
6548	SLC9A1	0.69
55746	NUP133	0.72
5119	CHMP1A	0.73
340061	TMEM173	0.73
3684	ITGAM	0.79
387893	SETD8	0.79
10948	STARD3	0.8
4085	MAD2L1	0.8
26108	PYGO1	0.81
2138	EYA1	0.82
55818	JMJD1A	0.82
1108	CHD4	0.83
80012	PHC3	0.84
143241	DYDC1	0.84
8726	EED	0.84
56165	TDRD1	0.85
2139	EYA2	0.85
27125	AFF4	0.86
4000	LMNA	0.88
10943	MSL3	0.89
51317	PHF21A	0.89
4174	MCM5	0.9
55929	DMAP1	0.9
51720	UIMC1	0.9
8554	PIAS1	0.9
23165	NUP205	0.9
157753	TMEM74	0.92
9482	STX8	0.92
8932	MBD2	0.92
11332	ACOT7	0.92
2091	FBL	0.94
10735	STAG2	0.95
2222	FDFT1	0.96
6941	TCF19	0.97
22933	SIRT2	0.97
326	AIRE	0.98
1911	PHC1	0.98
9513	FXR2	0.99
57649	PHF12	0.99
84864	MINA	0.99
8805	TRIM24	0.99
408	ARRB1	1.01
63978	PRDM14	1.01
152098	ZCWPW2	1.06
7290	HIRA	1.06
10524	KAT5	1.06
201562	PTPLB	1.07
8110	DPF3	1.1
10036	CHAF1A	1.1
160418	TMTC3	1.13
27230	SERP1	1.13
8295	TRRAP	1.14
23246	BOP1	1.15
83860	TAF3	1.15
84522	JAGN1	1.15
54892	NCAPG2	1.16
9212	AURKB	1.16
57462	KIAA1161	1.16
6596	HLTF	1.18
79041	TMEM38A	1.19
9688	NUP93	1.19
57634	EP400	1.2
2733	GLE1	1.21
57325	CSRP2BP	1.21
23335	WDR7	1.22
3054	HCFC1	1.23
9818	NUPL1	1.23
6872	TAF1	1.24
57122	NUP107	1.25
63976	PRDM16	1.26
401265	KLHL31	1.26
51564	HDAC7	1.27
9126	SMC3	1.28
6299	SALL1	1.28
10285	SMNDC1	1.29
81565	NDEL1	1.31
9757	KMT2B	1.31
54623	PAF1	1.32
390245	NA	1.32
92822	ZNF276	1.32
84844	PHF5A	1.33
23592	LEMD3	1.37
80816	ASXL3	1.37
128817	CSTL1	1.38
6515	SLC2A3	1.38
8480	RAE1	1.4
10013	HDAC6	1.43
88	ACTN2	1.47
8972	MGAM	1.47
9031	BAZ1B	1.48
11022	TDRKH	1.49
158880	USP51	1.5
6045	RNF2	1.5
7172	TPMT	1.51
100137047	JMJD7	1.51
79677	SMC6	1.52
9734	HDAC9	1.52
7272	TTK	1.56
23326	USP22	1.56
8165	AKAP1	1.58
5905	RANGAP1	1.59
84678	KDM2B	1.61
8243	SMC1A	1.62
5977	DPF2	1.64
55806	HR	1.68
256380	SCML4	1.69
83590	TMUB1	1.69
10490	VTI1B	1.69
4236	MFAP1	1.75
676	BRDT	1.75
9972	NUP153	1.76
55139	ANKZF1	1.78
55717	BRWD2	1.83
6790	AURKA	1.87
6749	SSRP1	1.88
11262	SP140	1.9
65991	FUNDC2	1.91
81929	SEH1L	1.92
54491	FAM105A	1.92
9730	VPRBP	1.92
92421	CHMP4C	1.95
4998	ORC1L	2
53371	NUP54	2.04
57085	AGTRAP	2.05
138151	NACC2	2.1
6598	SMARCB1	2.12
8535	CBX4	2.14
5685	PSMA4	2.17
11083	DIDO1	2.2
5885	RAD21	2.2
6881	TAF10	2.23
23279	NUP160	2.27
79415	C17orf62	2.27
8450	CUL4B	2.29
151648	SGOL1	2.31
3065	HDAC1	2.33
10228	STX6	2.34
7586	ZKSCAN1	2.41
84456	L3MBTL3	2.48
5431	POLR2B	2.51
1107	CHD3	2.56
54475	NLE1	2.57
7514	XPO1	2.6
642636	NA	2.63
113130	CDCA5	2.7
79595	SAP130	2.7
23636	NUP62	2.71
23345	SYNE1	2.74
8794	TNFRSF10C	3.17
57222	ERGIC1	3.18
57062	DDX24	3.29
1788	DNMT3A	3.36
79184	BRCC3	3.37
23476	BRD4	3.41
4928	NUP98	3.44
23224	SYNE2	3.9
23429	RYBP	4.27
10569	SLU7	4.86
91133	L3MBTL4	5.29
