GeneID	GeneSymbol	median_score
22976	PAXIP1	-0.79
79041	TMEM38A	-0.79
23224	SYNE2	-0.79
9329	GTF3C4	-0.78
57222	ERGIC1	-0.78
9866	TRIM66	-0.78
8535	CBX4	-0.78
3912	LAMB1	-0.77
6996	TDG	-0.77
9818	NUPL1	-0.76
23345	SYNE1	-0.76
84233	TMEM126A	-0.75
1912	PHC2	-0.75
113130	CDCA5	-0.74
29781	NCAPH2	-0.74
9129	PRPF3	-0.74
10919	EHMT2	-0.73
79577	CDC73	-0.73
5896	RAG1	-0.72
8165	AKAP1	-0.72
170575	GIMAP1	-0.71
90523	MLIP	-0.7
8243	SMC1A	-0.7
8464	SUPT3H	-0.7
163590	TOR1AIP2	-0.69
27154	BRPF3	-0.69
11284	PNKP	-0.68
83903	GSG2	-0.68
6844	VAMP2	-0.68
2965	GTF2H1	-0.68
51533	PHF7	-0.67
7348	UPK1B	-0.67
5253	PHF2	-0.66
55929	DMAP1	-0.66
27443	CECR2	-0.66
90268	FAM105B	-0.66
8932	MBD2	-0.66
92822	ZNF276	-0.64
1108	CHD4	-0.64
7341	SUMO1	-0.64
55080	TAPBPL	-0.63
79663	HSPBAP1	-0.62
408	ARRB1	-0.62
29095	ORMDL2	-0.61
8480	RAE1	-0.61
10318	TNIP1	-0.6
10765	KDM5B	-0.6
84733	CBX2	-0.6
221400	TDRD6	-0.59
6596	HLTF	-0.59
8208	CHAF1B	-0.59
23410	SIRT3	-0.59
255043	TMEM86B	-0.58
2186	BPTF	-0.57
79053	ALG8	-0.57
390245	NA	-0.57
9112	MTA1	-0.57
10948	STARD3	-0.56
10951	CBX1	-0.56
4928	NUP98	-0.56
8841	HDAC3	-0.56
112869	CCDC101	-0.55
81565	NDEL1	-0.54
7514	XPO1	-0.54
9631	NUP155	-0.54
7172	TPMT	-0.53
55904	KMT2E	-0.53
84289	ING5	-0.53
22933	SIRT2	-0.53
57338	JPH3	-0.53
10282	BET1	-0.53
84108	PCGF6	-0.52
10237	SLC35B1	-0.52
115290	FBXO17	-0.52
55340	GIMAP5	-0.52
84939	MUM1	-0.51
11262	SP140	-0.51
9031	BAZ1B	-0.51
5110	PCMT1	-0.51
5573	PRKAR1A	-0.51
51412	ACTL6B	-0.5
90826	PRMT10	-0.5
9126	SMC3	-0.5
157753	TMEM74	-0.49
84261	FBXW9	-0.48
29117	BRD7	-0.48
171023	ASXL1	-0.48
196541	METTL21C	-0.48
6795	AURKC	-0.47
1312	COMT	-0.47
84236	RHBDD1	-0.47
9688	NUP93	-0.47
7158	TP53BP1	-0.47
3838	KPNA2	-0.47
387893	SETD8	-0.46
8648	NCOA1	-0.46
56950	SMYD2	-0.46
23592	LEMD3	-0.46
51742	ARID4B	-0.45
57462	KIAA1161	-0.45
83860	TAF3	-0.44
55352	C17orf79	-0.43
84759	PCGF1	-0.43
676	BRDT	-0.43
196483	FAM86A	-0.43
84814	PPAPDC3	-0.42
51460	SFMBT1	-0.42
54790	TET2	-0.42
51147	ING4	-0.41
128817	CSTL1	-0.41
55818	JMJD1A	-0.41
56165	TDRD1	-0.41
57085	AGTRAP	-0.4
10051	SMC4	-0.4
5931	RBBP7	-0.4
1107	CHD3	-0.4
10322	SMYD5	-0.4
51337	THEM6	-0.4
8110	DPF3	-0.39
3276	PRMT1	-0.38
143241	DYDC1	-0.38
10162	LPCAT3	-0.37
84844	PHF5A	-0.37
79188	TMEM43	-0.37
23326	USP22	-0.36
23424	TDRD7	-0.36
23636	NUP62	-0.36
57649	PHF12	-0.36
65980	BRD9	-0.36
84661	DPY30	-0.35
51510	CHMP5	-0.35
5897	RAG2	-0.35
54904	WHSC1L1	-0.35
9070	ASH2L	-0.34
23244	PDS5A	-0.34
23411	SIRT1	-0.34
51426	POLK	-0.34
84975	MFSD5	-0.33
10014	HDAC5	-0.33
2140	EYA3	-0.33
6880	TAF9	-0.33
23246	BOP1	-0.33
706	TSPO	-0.33
23408	SIRT5	-0.33
55023	PHIP	-0.3
84102	SLC41A2	-0.3
5928	RBBP4	-0.3
5927	KDM5A	-0.3
10933	MORF4L1	-0.29
9554	SEC22B	-0.29
79902	NUP85	-0.29
6602	SMARCD1	-0.28
51009	DERL2	-0.28
25909	AHCTF1	-0.28
5002	SLC22A18	-0.27
23210	JMJD6	-0.27
81929	SEH1L	-0.27
3055	HCK	-0.27
55683	KIAA1310	-0.26
8554	PIAS1	-0.26
6881	TAF10	-0.26
5119	CHMP1A	-0.26
401265	KLHL31	-0.26
59336	PRDM13	-0.26
57325	CSRP2BP	-0.25
23225	NUP210	-0.25
57634	EP400	-0.25
10036	CHAF1A	-0.25
7334	UBE2N	-0.24
29128	UHRF1	-0.24
79913	ACTR5	-0.24
348995	NUP43	-0.24
991	CDC20	-0.24
138151	NACC2	-0.23
143884	CWF19L2	-0.23
55585	UBE2Q1	-0.23
55746	NUP133	-0.23
256979	SUN3	-0.23
55627	SMPD4	-0.23
81671	TMEM49	-0.23
51652	VPS24	-0.23
154150	HDGFL1	-0.22
79969	C6orf134	-0.22
151393	FAM82A1	-0.22
55266	TMEM19	-0.21
114826	SMYD4	-0.21
64426	SUDS3	-0.21
1017	CDK2	-0.21
80152	CENPT	-0.21
51230	PHF20	-0.21
3930	LBR	-0.2
8295	TRRAP	-0.2
3621	ING1	-0.2
10013	HDAC6	-0.2
11343	MGLL	-0.2
22955	SCMH1	-0.19
51322	WAC	-0.19
23439	ATP1B4	-0.19
7329	UBE2I	-0.19
7874	USP7	-0.19
79903	NAA60	-0.19
57673	BEND3	-0.19
5585	PKN1	-0.18
57504	MTA3	-0.18
11107	PRDM5	-0.18
9810	RNF40	-0.18
10771	ZMYND11	-0.17
23135	KDM6B	-0.16
57332	CBX8	-0.16
84193	SETD3	-0.15
6672	SP100	-0.15
10195	ALG3	-0.14
23469	PHF3	-0.14
26610	ELP4	-0.14
25862	USP49	-0.14
6119	RPA3	-0.14
9960	USP3	-0.14
50810	HDGFRP3	-0.14
7112	TMPO	-0.13
5252	PHF1	-0.13
26108	PYGO1	-0.13
63977	PRDM15	-0.13
9557	CHD1L	-0.13
6299	SALL1	-0.12
10847	SRCAP	-0.12
79139	DERL1	-0.12
54968	TMEM70	-0.12
55252	ASXL2	-0.11
200424	TET3	-0.11
56254	RNF20	-0.11
29943	PADI1	-0.11
55632	KIAA1333	-0.11
9646	CTR9	-0.1
472	ATM	-0.1
8019	BRD3	-0.1
309	ANXA6	-0.1
56895	AGPAT4	-0.09
5431	POLR2B	-0.09
117143	TADA1L	-0.09
11097	NUPL2	-0.09
4998	ORC1L	-0.08
6613	SUMO2	-0.08
89	ACTN3	-0.08
675	BRCA2	-0.08
170394	PWWP2B	-0.08
4297	MLL	-0.07
53615	MBD3	-0.07
93624	NA	-0.07
54867	TMEM214	-0.07
10668	CGRRF1	-0.07
25978	CHMP2B	-0.06
339123	JMJD8	-0.06
9682	KDM4A	-0.06
9757	KMT2B	-0.06
6612	SUMO3	-0.06
79823	C2orf34	-0.05
84456	L3MBTL3	-0.05
57122	NUP107	-0.05
9972	NUP153	-0.05
27230	SERP1	-0.04
54093	SETD4	-0.04
444	ASPH	-0.04
7403	UTX	-0.04
6500	SKP1	-0.04
2222	FDFT1	-0.03
23339	VPS39	-0.03
93081	C13orf27	-0.03
23569	PADI4	-0.03
6304	SATB1	-0.03
9025	RNF8	-0.03
1911	PHC1	-0.03
23063	WAPAL	-0.03
55850	USE1	-0.02
79960	PHF17	-0.02
6999	TDO2	-0.02
3839	KPNA3	-0.02
6594	SMARCA1	-0.02
56980	PRDM10	-0.02
2590	GALNT2	-0.02
51317	PHF21A	-0.02
4001	LMNB1	-0.01
86	ACTL6A	-0.01
79918	SETD6	-0.01
931	MS4A1	-0.01
84787	SUV420H2	-0.01
79073	TMEM109	-0.01
64755	C16orf58	-0.01
5903	RANBP2	-0.01
11270	NRM	-0.01
79184	BRCC3	-0.01
79142	PHF23	-0.01
6314	ATXN7	0
51702	PADI3	0
51225	ABI3	0
84333	PCGF5	0
56926	NCLN	0
140690	CTCFL	0
3229	HOXC13	0
23353	UNC84A	0
128866	CHMP4B	0
1789	DNMT3B	0
26168	SENP3	0
54623	PAF1	0
140732	SUN5	0
4012	LNPEP	0
23397	NCAPH	0
10943	MSL3	0
23047	PDS5B	0
6548	SLC9A1	0
55139	ANKZF1	0
100101267	POM121C	0.01
8028	MLLT10	0.01
79643	CHMP6	0.01
10664	CTCF	0.01
953	ENTPD1	0.01
79885	HDAC11	0.01
1106	CHD2	0.01
26122	EPC2	0.01
138474	TAF1L	0.01
79609	METTL21D	0.01
8085	MLL2	0.02
10890	RAB10	0.02
79828	METTL8	0.02
55677	IWS1	0.02
1647	GADD45A	0.02
150572	SMYD1	0.02
51773	RSF1	0.02
100137047	JMJD7	0.03
6872	TAF1	0.03
4644	MYO5A	0.03
129401	NUP35	0.03
3070	HELLS	0.03
51026	GOLT1B	0.03
148581	UBE2U	0.04
55170	PRMT6	0.04
91646	TDRD12	0.04
57552	AADACL1	0.04
10384	BTN3A3	0.04
545	ATR	0.04
56970	ATXN7L3	0.05
4675	NAP1L3	0.05
79152	FA2H	0.05
253635	CCDC75	0.05
8086	AAAS	0.06
2962	GTF2F1	0.07
6601	SMARCC2	0.07
4000	LMNA	0.08
63925	ZNF335	0.08
122402	TDRD9	0.08
30	ACAA1	0.08
55662	HIF1AN	0.09
1642	DDB1	0.09
348801	LNP1	0.09
6890	TAP1	0.1
27005	USP21	0.1
55898	UNC45A	0.1
9575	CLOCK	0.1
10600	USP16	0.11
7320	UBE2B	0.11
6396	SEC13	0.11
10196	PRMT3	0.11
5905	RANGAP1	0.11
7468	WHSC1	0.11
116173	CMTM5	0.11
3840	KPNA4	0.12
9482	STX8	0.12
6595	SMARCA2	0.12
4221	MEN1	0.12
10762	NUP50	0.12
27348	TOR1B	0.12
11161	C14orf1	0.12
58508	KMT2C	0.13
6046	BRD2	0.13
6599	SMARCC1	0.13
4255	MGMT	0.13
648	BMI1	0.13
114822	RHPN1	0.13
7726	TRIM26	0.14
8805	TRIM24	0.14
6419	SETMAR	0.14
10269	ZMPSTE24	0.14
4204	MECP2	0.15
126668	TDRD10	0.15
23306	TMEM194A	0.15
353238	PADI6	0.15
116143	WDR92	0.15
55209	SETD5	0.15
124359	CDYL2	0.16
83746	L3MBTL2	0.16
84790	TUBA1C	0.16
10447	FAM3C	0.17
79697	C14orf169	0.17
6015	RING1	0.17
7108	TM7SF2	0.17
11143	MYST2	0.17
55777	MBD5	0.18
26092	TOR1AIP1	0.18
80314	EPC1	0.18
221656	KDM1B	0.18
29082	CHMP4A	0.18
8681	JMJD7-PLA2G4B	0.19
7404	UTY	0.19
79001	VKORC1	0.19
4591	TRIM37	0.2
1468	SLC25A10	0.2
65094	JMJD4	0.2
51548	SIRT6	0.2
4665	NAB2	0.21
55869	HDAC8	0.21
6605	SMARCE1	0.21
27349	MCAT	0.21
57117	INTS12	0.21
27238	GPKOW	0.22
158358	KIAA2026	0.22
10735	STAG2	0.22
9341	VAMP3	0.22
54830	NUP62CL	0.22
10857	PGRMC1	0.22
6941	TCF19	0.22
283238	SLC22A24	0.22
2542	SLC37A4	0.23
84332	DYDC2	0.23
7290	HIRA	0.23
9499	MYOT	0.23
84928	TMEM209	0.24
147007	TMEM199	0.24
10970	CKAP4	0.24
2145	EZH1	0.24
6515	SLC2A3	0.24
90780	PYGO2	0.24
10274	STAG1	0.24
94026	POM121L2	0.25
10075	HUWE1	0.25
10376	TUBA1B	0.25
23081	JMJD2C	0.25
10098	TSPAN5	0.26
5563	PRKAA2	0.26
9252	RPS6KA5	0.26
7319	UBE2A	0.26
79723	SUV39H2	0.27
54737	MPHOSPH8	0.27
26038	CHD5	0.27
144404	TMEM120B	0.27
90701	SEC11C	0.27
93611	FBXO44	0.27
80312	TET1	0.27
54708	MARCH5	0.28
10155	TRIM28	0.28
3015	H2AFZ	0.28
56979	PRDM9	0.28
84312	BRMS1L	0.28
9317	PTER	0.29
26013	L3MBTL	0.29
23133	PHF8	0.29
57142	RTN4	0.29
84619	ZGPAT	0.29
22823	MTF2	0.29
23466	CBX6	0.29
10054	UBA2	0.3
114882	OSBPL8	0.3
60343	FAM3A	0.3
51564	HDAC7	0.3
83862	TMEM120A	0.3
55693	KDM4D	0.3
7466	WFS1	0.31
2010	EMD	0.31
375056	MIA3	0.31
5929	RBBP5	0.31
26578	OSTF1	0.31
699	BUB1	0.31
51669	TMEM66	0.31
9869	SETDB1	0.31
11335	CBX3	0.31
6877	TAF5	0.31
2956	MSH6	0.31
64598	MOSPD3	0.32
7586	ZKSCAN1	0.33
9524	TECR	0.33
221037	JMJD1C	0.33
5579	PRKCB	0.33
54880	BCOR	0.33
3836	KPNA1	0.33
7443	VRK1	0.33
1487	CTBP1	0.33
6597	SMARCA4	0.34
8972	MGAM	0.34
23137	SMC5	0.35
5987	TRIM27	0.35
6810	STX4	0.35
51720	UIMC1	0.36
4299	AFF1	0.37
79677	SMC6	0.37
10336	PCGF3	0.37
10419	PRMT5	0.37
23310	NCAPD3	0.37
27125	AFF4	0.38
8417	STX7	0.38
284058	KIAA1267	0.38
10038	PARP2	0.38
9425	CDYL	0.38
9870	AREL1	0.38
6871	TADA2A	0.39
8284	JARID1D	0.39
11168	PSIP1	0.39
51592	TRIM33	0.39
80301	PLEKHO2	0.4
55140	ELP3	0.4
10313	RTN3	0.41
10445	MCRS1	0.42
51780	KDM3B	0.43
8193	DPF1	0.43
10524	KAT5	0.44
22992	FBXL11	0.44
84656	NA	0.44
54947	LPCAT2	0.45
23309	SIN3B	0.45
26984	SEC22A	0.45
639	PRDM1	0.45
93349	SP140L	0.45
2705	GJB1	0.45
10743	RAI1	0.46
80218	NAA50	0.46
83852	SETDB2	0.46
5578	PRKCA	0.46
23633	KPNA6	0.47
80349	WDR61	0.47
29947	DNMT3L	0.47
8834	TMEM11	0.47
140836	BANF2	0.48
9426	CDY2A	0.48
729857	RGPD2	0.48
3717	JAK2	0.49
26998	FETUB	0.49
3066	HDAC2	0.49
51097	SCCPDH	0.5
11000	SLC27A3	0.51
6604	SMARCD3	0.51
29843	SENP1	0.51
4674	NAP1L2	0.52
10567	RABAC1	0.52
54454	ATAD2B	0.52
254359	ZDHHC24	0.52
148479	PHF13	0.52
8202	NCOA3	0.53
4152	MBD1	0.53
11198	SUPT16H	0.53
91782	CHMP7	0.53
254065	BRWD3	0.54
55848	C9orf46	0.54
6917	TCEA1	0.54
5355	PLP2	0.54
25777	SUN2	0.55
55148	UBR7	0.55
163183	SYNE4	0.56
154807	VKORC1L1	0.56
84065	TMEM222	0.56
57661	PHRF1	0.57
92840	REEP6	0.57
11105	PRDM7	0.57
93166	PRDM6	0.57
546	ATRX	0.57
22845	DOLK	0.57
6839	SUV39H1	0.57
90407	TMEM41A	0.57
55636	CHD7	0.57
54617	INO80	0.58
2332	FMR1	0.58
10734	STAG3	0.58
84444	DOT1L	0.58
10490	VTI1B	0.58
3799	KIF5B	0.58
8878	SQSTM1	0.58
3720	JARID2	0.59
22908	SACM1L	0.59
9926	LPGAT1	0.59
8467	SMARCA5	0.59
59343	SENP2	0.6
93973	ACTR8	0.6
23028	AOF2	0.6
3054	HCFC1	0.6
2648	KAT2A	0.61
11108	PRDM4	0.62
90523	C6orf142	0.62
4927	NUP88	0.63
6843	VAMP1	0.63
80816	ASXL3	0.64
221496	LEMD2	0.64
26007	DAK	0.64
57713	SFMBT2	0.64
23013	SPEN	0.64
26502	NARF	0.64
254013	C12orf72	0.65
27314	RAB30	0.65
1643	DDB2	0.66
84823	LMNB2	0.66
85365	ALG2	0.67
163589	TDRD5	0.67
6801	STRN	0.67
114803	MYSM1	0.68
1386	ATF2	0.69
3895	KTN1	0.69
55870	ASH1L	0.69
151194	FAM119A	0.7
11176	BAZ2A	0.7
91181	NUP210L	0.7
54799	MBTD1	0.72
8760	CDS2	0.72
25855	BRMS1	0.73
23522	KAT6B	0.73
3622	ING2	0.73
9883	POM121	0.74
340061	TMEM173	0.74
59335	PRDM12	0.74
4673	NAP1L1	0.74
9570	GOSR2	0.74
25972	UNC50	0.74
10902	BRD8	0.75
8986	RPS6KA4	0.76
5337	PLD1	0.76
10867	TSPAN9	0.76
10159	ATP6AP2	0.76
56981	PRDM11	0.76
57136	APMAP	0.77
2138	EYA1	0.77
10389	SCML2	0.77
56163	RNF17	0.77
9612	NCOR2	0.77
23030	JMJD2B	0.77
23512	SUZ12	0.78
7862	BRPF1	0.78
3431	SP110	0.79
55151	TMEM38B	0.8
26993	AKAP8L	0.8
51131	PHF11	0.8
201254	STRA13	0.8
64091	POPDC2	0.81
64324	NSD1	0.81
8473	OGT	0.81
10629	TAF6L	0.82
64151	NCAPG	0.83
51111	SUV420H1	0.83
79831	JMJD5	0.84
64327	LMBR1	0.84
80853	JHDM1D	0.85
92421	CHMP4C	0.85
23067	SETD1B	0.85
23304	UBR2	0.86
387103	C6orf173	0.86
4302	MLLT6	0.87
80012	PHC3	0.88
80205	CHD9	0.89
51105	PHF20L1	0.9
1059	CENPB	0.9
3687	ITGAX	0.91
9748	SLK	0.91
30827	CXXC1	0.91
6811	STX5	0.92
5580	PRKCD	0.92
8021	NUP214	0.92
3703	STT3A	0.93
9918	NCAPD2	0.93
255330	C3orf46	0.94
1105	CHD1	0.94
4600	MX2	0.94
23338	PHF15	0.95
10474	TADA3	0.96
199953	TMEM201	0.96
57337	SENP7	0.96
2146	EZH2	0.96
26147	PHF19	0.96
9678	PHF14	0.96
8815	BANF1	0.97
8930	MBD4	0.98
51522	TMEM14C	0.98
23468	CBX5	0.98
5926	ARID4A	0.98
64754	SMYD3	0.99
29774	NA	0.99
93380	MMGT1	1
2289	FKBP5	1
1962	EHHADH	1.01
57132	CHMP1B	1.02
23511	NUP188	1.02
23492	CBX7	1.03
2286	FKBP2	1.05
205564	SENP5	1.05
23774	BRD1	1.07
2122	EVI1	1.07
27097	TAF5L	1.07
56262	LRRC8A	1.07
79813	EHMT1	1.07
7703	PCGF2	1.08
55274	PHF10	1.11
8379	MAD1L1	1.11
81550	TDRD3	1.12
8359	HIST1H4A	1.12
56943	ENY2	1.13
7175	TPR	1.14
55193	PBRM1	1.14
7324	UBE2E1	1.15
51343	FZR1	1.16
151636	DTX3L	1.17
51588	PIAS4	1.17
2073	ERCC5	1.18
257218	SHPRH	1.18
147991	DPY19L3	1.19
1488	CTBP2	1.19
29058	TMEM230	1.19
23399	DULLARD	1.2
27127	SMC1B	1.21
57680	CHD8	1.23
5902	RANBP1	1.23
79023	NUP37	1.24
9958	USP15	1.26
23780	APOL2	1.26
25942	SIN3A	1.29
55676	SLC30A6	1.3
6856	SYPL1	1.32
5630	PRPH	1.32
11160	ERLIN2	1.32
8520	HAT1	1.32
9759	HDAC4	1.33
112885	PHF21B	1.34
1387	CREBBP	1.35
56341	PRMT8	1.35
7799	PRDM2	1.36
8721	EDF1	1.37
64431	ACTR6	1.4
11177	BAZ1A	1.43
285877	NA	1.45
10982	MAPRE2	1.47
8850	KAT2B	1.5
25840	METTL7A	1.53
8242	JARID1C	1.54
55063	ZCWPW1	1.54
1787	TRDMT1	1.54
80854	SETD7	1.56
23516	SLC39A14	1.6
84717	HDGFRP2	1.62
3937	LCP2	1.64
60	ACTB	1.7
1786	DNMT1	1.7
23030	KDM4B	1.72
400966	RGPD1	1.81
23613	ZMYND8	1.98
7994	MYST3	1.98
2033	EP300	2.19
29994	BAZ2B	2.25
203547	NA	2.5
