GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
100137047	4	C20	-4.09	113	148	0.0157570125920903	1	3	3	100	100137047	JMJD7	s230103	TRUE	TRUE
100137047	5	D19	-2.43	114	274	0.0157570125920903	1	3	3	100	100137047	JMJD7	s230104	TRUE	TRUE
100137047	5	C20	-0.77	115	715	0.0157570125920903	1	3	3	100	100137047	JMJD7	s230105	FALSE	TRUE
6596	2	M01	-3.05	117	208	0.016309993414811	1	3	3	100	6596	HLTF	s13137	TRUE	TRUE
6596	3	M01	-2.94	118	215	0.016309993414811	1	3	3	100	6596	HLTF	s13136	TRUE	TRUE
84844	4	O19	-3.67	120	165	0.0165649121417168	1	3	3	100	84844	PHF5A	s39506	TRUE	TRUE
84844	4	P19	-2.39	121	280	0.0165649121417168	1	3	3	100	84844	PHF5A	s39505	TRUE	TRUE
84844	5	O19	-0.75	122	726	0.0165649121417168	1	3	3	100	84844	PHF5A	s39507	FALSE	TRUE
9212	1	E06	-15.89	124	71	0.017188631933899	1	3	3	100	9212	AURKB	s17612	TRUE	TRUE
9212	2	E06	-13.61	125	91	0.017188631933899	1	3	3	100	9212	AURKB	s17611	TRUE	TRUE
9212	3	E06	-0.74	126	733	0.017188631933899	1	3	3	100	9212	AURKB	s17613	FALSE	TRUE
83933	3	B16	-16.02	132	67	0.0181232315101793	1	3	3	100	83933	HDAC10	s38334	TRUE	TRUE
83933	2	B16	-2.85	133	226	0.0181232315101793	1	3	3	100	83933	HDAC10	s38333	TRUE	TRUE
7862	2	O19	-5.26	139	133	0.019917336967514	1	3	3	100	7862	BRPF1	s15423	TRUE	TRUE
7862	1	O19	-3.63	140	167	0.019917336967514	1	3	3	100	7862	BRPF1	s15422	TRUE	TRUE
7862	3	O19	-0.67	141	773	0.019917336967514	1	3	3	100	7862	BRPF1	s15421	FALSE	TRUE
6801	7	N21	-2.52	148	264	0.0214244092187758	1	3	3	100	6801	STRN	s13587	TRUE	TRUE
6801	6	N21	-2.25	149	299	0.0214244092187758	1	3	3	100	6801	STRN	s13586	TRUE	TRUE
6801	8	N21	-0.65	150	788	0.0214244092187758	1	3	3	100	6801	STRN	s13588	FALSE	TRUE
3621	1	G13	-3.92	151	155	0.0219982478428684	1	3	3	100	3621	ING1	s223939	TRUE	TRUE
3621	3	G13	-2.17	152	310	0.0219982478428684	1	3	3	100	3621	ING1	s7430	TRUE	TRUE
3621	2	G13	-0.64	153	798	0.0219982478428684	1	3	3	100	3621	ING1	s7429	FALSE	TRUE
4085	7	K14	-6.31	156	121	0.0225822426453487	1	3	3	100	4085	MAD2L1	s8392	TRUE	TRUE
4085	6	K14	-2.55	157	259	0.0225822426453487	1	3	3	100	4085	MAD2L1	s8391	TRUE	TRUE
4085	8	K14	-0.63	158	806	0.0225822426453487	1	3	3	100	4085	MAD2L1	s8393	FALSE	TRUE
9063	3	C22	-40.25	171	3	0.0262114219036645	1	3	3	100	9063	PIAS2	s17286	TRUE	TRUE
9063	2	C22	-2.17	172	311	0.0262114219036645	1	3	3	100	9063	PIAS2	s17287	TRUE	TRUE
9063	1	C22	-0.56	173	843	0.0262114219036645	1	3	3	100	9063	PIAS2	s17285	FALSE	TRUE
51230	2	D13	-3.55	199	169	0.0324068722752731	1	3	3	100	51230	PHF20	s27723	TRUE	TRUE
51230	1	D13	-1.71	200	390	0.0324068722752731	1	3	3	100	51230	PHF20	s27722	TRUE	TRUE
51230	3	D13	-0.49	201	901	0.0324068722752731	1	3	3	100	51230	PHF20	s27721	FALSE	TRUE
10902	1	K04	-2.58	202	253	0.032514061488973	1	3	3	100	10902	BRD8	s21423	TRUE	TRUE
10902	2	K04	-1.51	203	445	0.032514061488973	1	3	3	100	10902	BRD8	s21425	TRUE	TRUE
10902	3	K04	-0.49	204	902	0.032514061488973	1	3	3	100	10902	BRD8	s21424	FALSE	TRUE
8473	3	A18	-24.58	222	25	0.039386824441465	1	3	3	100	8473	OGT	s16094	TRUE	TRUE
8473	1	A18	-1.75	223	378	0.039386824441465	1	3	3	100	8473	OGT	s16093	TRUE	TRUE
8473	2	A18	-0.41	224	970	0.039386824441465	1	3	3	100	8473	OGT	s16095	FALSE	TRUE
64426	2	N07	-2.55	225	260	0.0396860961256067	1	2	3	67	64426	SUDS3	s34742	TRUE	TRUE
64426	3	N07	-1.95	226	341	0.0396860961256067	1	2	3	67	64426	SUDS3	s34740	TRUE	TRUE
55266	7	E20	-5.3	227	132	0.0399087029743487	1	3	3	100	55266	TMEM19	s30588	TRUE	TRUE
55266	6	E20	-1.94	228	343	0.0399087029743487	1	3	3	100	55266	TMEM19	s30587	TRUE	TRUE
84522	7	F01	-3.06	235	207	0.0438107619306635	1	3	3	100	84522	JAGN1	s39101	TRUE	TRUE
84522	6	F01	-1.76	236	371	0.0438107619306635	1	3	3	100	84522	JAGN1	s39100	TRUE	TRUE
84522	8	F01	-0.37	237	1003	0.0438107619306635	1	3	3	100	84522	JAGN1	s39102	FALSE	TRUE
9866	2	G08	-2.08	238	329	0.044011192041052	1	2	3	67	9866	TRIM66	s230417	TRUE	TRUE
9866	3	G08	-1.82	239	358	0.044011192041052	1	2	3	67	9866	TRIM66	s458621	TRUE	TRUE
6790	1	M11	-2.41	258	277	0.0473259224894595	1	3	3	100	6790	AURKA	s196	TRUE	TRUE
6790	2	M11	-1.76	259	372	0.0473259224894595	1	3	3	100	6790	AURKA	s197	TRUE	TRUE
91782	8	H13	-2.54	263	261	0.0485357250979846	1	3	3	100	91782	CHMP7	s40782	TRUE	TRUE
91782	6	H13	-1.75	264	379	0.0485357250979846	1	3	3	100	91782	CHMP7	s40780	TRUE	TRUE
255043	8	I07	-2.3	268	291	0.0492681218689376	1	2	3	67	255043	TMEM86B	s48603	TRUE	TRUE
255043	7	I07	-1.74	269	384	0.0492681218689376	1	2	3	67	255043	TMEM86B	s48602	TRUE	TRUE
83860	3	B12	-2.3	288	292	0.0524979281520762	1	3	3	100	83860	TAF3	s38237	TRUE	TRUE
83860	2	B12	-1.68	289	396	0.0524979281520762	1	3	3	100	83860	TAF3	s38236	TRUE	TRUE
84261	4	O07	-38.81	290	5	0.053002864136849	1	2	3	67	84261	FBXW9	s38752	TRUE	TRUE
84261	5	O07	-1.68	291	397	0.053002864136849	1	2	3	67	84261	FBXW9	s38753	TRUE	TRUE
9426	5	A19	-1.94	292	344	0.0532561322445115	1	3	3	100	9426	CDY2A	s18050	TRUE	TRUE
9426	4	B19	-1.68	293	398	0.0532561322445115	1	3	3	100	9426	CDY2A	s18051	TRUE	TRUE
6795	3	M13	-1.98	294	340	0.0535099330697299	1	3	3	100	6795	AURKC	s13584	TRUE	TRUE
6795	1	M13	-1.67	295	400	0.0535099330697299	1	3	3	100	6795	AURKC	s13582	TRUE	TRUE
54892	6	E16	-2.27	311	295	0.056336752937107	1	2	3	67	54892	NCAPG2	s29692	TRUE	TRUE
54892	8	E16	-1.63	312	411	0.056336752937107	1	2	3	67	54892	NCAPG2	s29694	TRUE	TRUE
196541	1	H16	-2.86	313	224	0.0571187890623784	1	3	3	100	196541	METTL21C	s47045	TRUE	TRUE
196541	3	H16	-1.62	314	414	0.0571187890623784	1	3	3	100	196541	METTL21C	s47047	TRUE	TRUE
55352	3	H21	-1.64	315	407	0.0576427719724626	1	3	3	100	55352	C17orf79	s30809	TRUE	TRUE
55352	1	H21	-1.61	316	415	0.0576427719724626	1	3	3	100	55352	C17orf79	s30807	TRUE	TRUE
2138	1	E03	-2.69	326	243	0.0610995541155615	1	3	3	100	2138	EYA1	s4905	TRUE	TRUE
2138	3	E03	-1.58	327	426	0.0610995541155615	1	3	3	100	2138	EYA1	s4906	TRUE	TRUE
83903	3	B14	-5.32	328	131	0.0618009182057974	1	3	3	100	83903	GSG2	s38322	TRUE	TRUE
83903	1	B14	-1.52	329	441	0.0618009182057974	1	3	3	100	83903	GSG2	s38320	TRUE	TRUE
83903	2	B14	-0.25	330	1116	0.0618009182057974	1	3	3	100	83903	GSG2	s38321	FALSE	TRUE
84787	3	D16	-16.68	334	59	0.0629971704121311	1	2	3	67	84787	SUV420H2	s195487	TRUE	TRUE
84787	2	D16	-1.55	335	436	0.0629971704121311	1	2	3	67	84787	SUV420H2	s39429	TRUE	TRUE
4998	1	N08	-3.29	366	188	0.0714878469707622	1	3	3	100	4998	ORC1L	s9894	TRUE	TRUE
4998	3	N08	-2.13	367	317	0.0714878469707622	1	3	3	100	4998	ORC1L	s9892	TRUE	TRUE
4998	2	N08	-0.2	368	1175	0.0714878469707622	1	3	3	100	4998	ORC1L	s9893	FALSE	TRUE
8850	2	C12	-4.1	408	147	0.0811463598903956	1	3	3	100	8850	KAT2B	s16895	TRUE	TRUE
8850	3	C12	-3.04	409	211	0.0811463598903956	1	3	3	100	8850	KAT2B	s16896	TRUE	TRUE
8850	1	C12	-0.15	410	1232	0.0811463598903956	1	3	3	100	8850	KAT2B	s16894	FALSE	TRUE
23063	7	J06	-2.82	430	230	0.0851594866909628	1	3	3	100	23063	WAPAL	s22948	TRUE	TRUE
23063	8	J06	-1.82	431	359	0.0851594866909628	1	3	3	100	23063	WAPAL	s22949	TRUE	TRUE
23063	6	J06	-0.14	432	1247	0.0851594866909628	1	3	3	100	23063	WAPAL	s22947	FALSE	TRUE
6500	5	H19	-7.4	446	114	0.0890925037838998	1	3	3	100	6500	SKP1	s12889	TRUE	TRUE
6500	4	G20	-1.93	447	345	0.0890925037838998	1	3	3	100	6500	SKP1	s12891	TRUE	TRUE
6500	5	G20	-0.13	448	1263	0.0890925037838998	1	3	3	100	6500	SKP1	s12890	FALSE	TRUE
2962	1	L10	-2.58	452	254	0.0901472585711466	1	3	3	100	2962	GTF2F1	s6305	TRUE	TRUE
2962	3	L10	-1.76	453	373	0.0901472585711466	1	3	3	100	2962	GTF2F1	s6304	TRUE	TRUE
2962	2	L10	-0.12	454	1275	0.0901472585711466	1	3	3	100	2962	GTF2F1	s223822	FALSE	TRUE
8520	3	A20	-11.15	479	101	0.0993377309369305	1	3	3	100	8520	HAT1	s16195	TRUE	TRUE
8520	2	A20	-3.54	480	171	0.0993377309369305	1	3	3	100	8520	HAT1	s16194	TRUE	TRUE
8520	1	A20	-0.08	481	1318	0.0993377309369305	1	3	3	100	8520	HAT1	s16196	FALSE	TRUE
5977	2	N18	-5.82	580	124	0.130883460737624	1	3	3	100	5977	DPF2	s11931	TRUE	TRUE
5977	3	N18	-2.36	581	287	0.130883460737624	1	3	3	100	5977	DPF2	s11930	TRUE	TRUE
5977	1	N18	0	582	1420	0.130883460737624	1	3	3	100	5977	DPF2	s11929	FALSE	TRUE
113130	8	A07	1.92	2108	2108	0.00386598766620316	0	2	3	67	113130	CDCA5	s41426	FALSE	TRUE
151648	7	D12	0.61	2108	2108	0.0044781292280138	0	3	3	100	151648	SGOL1	s45600	FALSE	TRUE
196541	2	H16	0.06	2108	2108	0.0571187890623784	0	3	3	100	196541	METTL21C	s47046	FALSE	TRUE
2138	2	E03	0.99	2108	2108	0.0610995541155615	0	3	3	100	2138	EYA1	s4904	FALSE	TRUE
255043	6	I07	1.42	2108	2108	0.0492681218689376	0	2	3	67	255043	TMEM86B	s48601	FALSE	TRUE
54892	7	E16	1.05	2108	2108	0.056336752937107	0	2	3	67	54892	NCAPG2	s29693	FALSE	TRUE
55266	8	E20	0.83	2108	2108	0.0399087029743487	0	3	3	100	55266	TMEM19	s30589	FALSE	TRUE
55352	2	H21	0.43	2108	2108	0.0576427719724626	0	3	3	100	55352	C17orf79	s30808	FALSE	TRUE
57661	5	M07	0.37	2108	2108	0.000600825404580984	0	3	3	100	57661	PHRF1	s33541	FALSE	TRUE
64426	1	N07	1.22	2108	2108	0.0396860961256067	0	2	3	67	64426	SUDS3	s34741	FALSE	TRUE
6596	1	M01	0.43	2108	2108	0.016309993414811	0	3	3	100	6596	HLTF	s13138	FALSE	TRUE
676	1	A17	1.35	2108	2108	0.0058330530856312	0	2	3	67	676	BRDT	s2088	FALSE	TRUE
6790	3	M11	0.62	2108	2108	0.0473259224894595	0	3	3	100	6790	AURKA	s195	FALSE	TRUE
6795	2	M13	0.54	2108	2108	0.0535099330697299	0	3	3	100	6795	AURKC	s13583	FALSE	TRUE
7272	8	O02	0.05	2108	2108	0.00455772050354166	0	3	3	100	7272	TTK	s122	FALSE	TRUE
83860	1	B12	0.18	2108	2108	0.0524979281520762	0	3	3	100	83860	TAF3	s38235	FALSE	TRUE
83933	1	B16	0.21	2108	2108	0.0181232315101793	0	3	3	100	83933	HDAC10	s38332	FALSE	TRUE
84261	4	P07	2.05	2108	2108	0.053002864136849	0	2	3	67	84261	FBXW9	s38751	FALSE	TRUE
84787	1	D16	1.12	2108	2108	0.0629971704121311	0	2	3	67	84787	SUV420H2	s39430	FALSE	TRUE
91782	7	H13	0.67	2108	2108	0.0485357250979846	0	3	3	100	91782	CHMP7	s40781	FALSE	TRUE
9426	4	A19	0.89	2108	2108	0.0532561322445115	0	3	3	100	9426	CDY2A	s18052	FALSE	TRUE
9866	1	G08	1.21	2108	2108	0.044011192041052	0	2	3	67	9866	TRIM66	s458620	FALSE	TRUE
