GeneID	GeneSymbol	median_score
11198	SUPT16H	-0.81
23636	NUP62	-0.81
23516	SLC39A14	-0.81
23246	BOP1	-0.8
6839	SUV39H1	-0.79
26993	AKAP8L	-0.79
6314	ATXN7	-0.78
255330	C3orf46	-0.78
54617	INO80	-0.78
5119	CHMP1A	-0.77
90780	PYGO2	-0.77
10982	MAPRE2	-0.77
4616	GADD45B	-0.76
57504	MTA3	-0.76
1643	DDB2	-0.75
80854	SETD7	-0.75
114803	MYSM1	-0.74
6917	TCEA1	-0.73
11176	BAZ2A	-0.72
84193	SETD3	-0.72
93380	MMGT1	-0.72
4152	MBD1	-0.72
57337	SENP7	-0.71
92421	CHMP4C	-0.71
23067	SETD1B	-0.71
1786	DNMT1	-0.71
23304	UBR2	-0.71
11240	PADI2	-0.7
23633	KPNA6	-0.7
54830	NUP62CL	-0.7
8295	TRRAP	-0.7
11177	BAZ1A	-0.7
55170	PRMT6	-0.69
23511	NUP188	-0.69
51343	FZR1	-0.69
90407	TMEM41A	-0.69
26007	DAK	-0.69
91646	TDRD12	-0.69
9918	NCAPD2	-0.69
29082	CHMP4A	-0.68
4204	MECP2	-0.68
27238	GPKOW	-0.67
84975	MFSD5	-0.67
26092	TOR1AIP1	-0.67
59343	SENP2	-0.67
79960	PHF17	-0.66
23133	PHF8	-0.66
2138	EYA1	-0.66
8930	MBD4	-0.66
151194	FAM119A	-0.66
5337	PLD1	-0.66
64754	SMYD3	-0.65
3276	PRMT1	-0.65
6595	SMARCA2	-0.65
55193	PBRM1	-0.65
165918	RNF168	-0.64
91181	NUP210L	-0.64
51548	SIRT6	-0.64
5927	KDM5A	-0.63
10447	FAM3C	-0.62
3684	ITGAM	-0.61
55148	UBR7	-0.61
55904	KMT2E	-0.6
3720	JARID2	-0.6
56895	AGPAT4	-0.59
51780	KDM3B	-0.59
3229	HOXC13	-0.59
79142	PHF23	-0.59
5580	PRKCD	-0.59
23522	KAT6B	-0.58
10629	TAF6L	-0.58
26502	NARF	-0.58
546	ATRX	-0.57
8520	HAT1	-0.57
3717	JAK2	-0.56
55676	SLC30A6	-0.56
79828	METTL8	-0.56
2146	EZH2	-0.56
3930	LBR	-0.55
7726	TRIM26	-0.55
93611	FBXO44	-0.55
10762	NUP50	-0.54
60343	FAM3A	-0.54
64091	POPDC2	-0.53
23165	NUP205	-0.53
84102	SLC41A2	-0.52
56926	NCLN	-0.52
84928	TMEM209	-0.52
83746	L3MBTL2	-0.52
57661	PHRF1	-0.52
8284	JARID1D	-0.51
9317	PTER	-0.51
51412	ACTL6B	-0.51
8648	NCOA1	-0.5
64431	ACTR6	-0.5
1487	CTBP1	-0.49
85365	ALG2	-0.49
3895	KTN1	-0.49
55869	HDAC8	-0.48
83903	GSG2	-0.47
10970	CKAP4	-0.47
154807	VKORC1L1	-0.47
11107	PRDM5	-0.46
390245	NA	-0.46
9678	PHF14	-0.46
9869	SETDB1	-0.46
80816	ASXL3	-0.46
90523	C6orf142	-0.46
64151	NCAPG	-0.45
9426	CDY2A	-0.45
6605	SMARCE1	-0.45
27125	AFF4	-0.44
11270	NRM	-0.44
55662	HIF1AN	-0.44
55274	PHF10	-0.43
11284	PNKP	-0.43
26578	OSTF1	-0.43
79073	TMEM109	-0.43
56163	RNF17	-0.43
3836	KPNA1	-0.42
51097	SCCPDH	-0.42
10668	CGRRF1	-0.41
80152	CENPT	-0.41
639	PRDM1	-0.41
2286	FKBP2	-0.41
100101267	POM121C	-0.41
84864	MINA	-0.41
8972	MGAM	-0.4
6871	TADA2A	-0.4
55266	TMEM19	-0.4
5563	PRKAA2	-0.39
25855	BRMS1	-0.39
54737	MPHOSPH8	-0.39
80205	CHD9	-0.38
54454	ATAD2B	-0.38
22823	MTF2	-0.38
55627	SMPD4	-0.37
1108	CHD4	-0.37
6811	STX5	-0.37
27097	TAF5L	-0.37
23310	NCAPD3	-0.37
26147	PHF19	-0.37
51317	PHF21A	-0.36
151636	DTX3L	-0.36
8028	MLLT10	-0.36
8379	MAD1L1	-0.35
8467	SMARCA5	-0.35
8805	TRIM24	-0.35
10195	ALG3	-0.34
6890	TAP1	-0.34
5902	RANBP1	-0.34
10159	ATP6AP2	-0.34
84759	PCGF1	-0.34
23338	PHF15	-0.34
23780	APOL2	-0.33
22992	FBXL11	-0.33
57713	SFMBT2	-0.33
93973	ACTR8	-0.33
79813	EHMT1	-0.32
4255	MGMT	-0.32
701	BUB1B	-0.32
3622	ING2	-0.31
63977	PRDM15	-0.31
25988	HINFP	-0.31
86	ACTL6A	-0.3
29774	NA	-0.3
5253	PHF2	-0.3
10524	KAT5	-0.29
88	ACTN2	-0.28
23137	SMC5	-0.28
8815	BANF1	-0.28
55209	SETD5	-0.28
10075	HUWE1	-0.27
706	TSPO	-0.27
93624	NA	-0.27
55151	TMEM38B	-0.27
54968	TMEM70	-0.26
26122	EPC2	-0.26
117143	TADA1L	-0.26
80312	TET1	-0.26
81550	TDRD3	-0.26
8986	RPS6KA4	-0.25
6046	BRD2	-0.25
10274	STAG1	-0.25
30	ACAA1	-0.24
9513	FXR2	-0.24
147991	DPY19L3	-0.24
11097	NUPL2	-0.24
2733	GLE1	-0.23
5585	PKN1	-0.23
256380	SCML4	-0.23
6594	SMARCA1	-0.23
5926	ARID4A	-0.23
8202	NCOA3	-0.23
80218	NAA50	-0.23
8760	CDS2	-0.23
10313	RTN3	-0.23
51131	PHF11	-0.23
5929	RBBP5	-0.23
93349	SP140L	-0.23
22845	DOLK	-0.22
254013	C12orf72	-0.22
84790	TUBA1C	-0.22
23399	DULLARD	-0.22
10384	BTN3A3	-0.22
57649	PHF12	-0.21
387893	SETD8	-0.21
5905	RANGAP1	-0.21
9570	GOSR2	-0.21
1642	DDB1	-0.21
8681	JMJD7-PLA2G4B	-0.21
57552	AADACL1	-0.21
56262	LRRC8A	-0.21
128866	CHMP4B	-0.2
10036	CHAF1A	-0.2
1789	DNMT3B	-0.2
8208	CHAF1B	-0.2
27314	RAB30	-0.2
140732	SUN5	-0.19
7172	TPMT	-0.19
2705	GJB1	-0.19
7466	WFS1	-0.19
254065	BRWD3	-0.18
8359	HIST1H4A	-0.18
84312	BRMS1L	-0.18
4673	NAP1L1	-0.18
23468	CBX5	-0.18
80314	EPC1	-0.18
203547	NA	-0.18
6613	SUMO2	-0.18
56254	RNF20	-0.18
8721	EDF1	-0.18
64755	C16orf58	-0.17
54867	TMEM214	-0.17
90268	FAM105B	-0.17
51105	PHF20L1	-0.16
55746	NUP133	-0.16
29128	UHRF1	-0.16
22955	SCMH1	-0.16
154150	HDGFL1	-0.15
10038	PARP2	-0.14
9870	AREL1	-0.14
23028	AOF2	-0.14
54556	ING3	-0.13
1468	SLC25A10	-0.13
10051	SMC4	-0.13
59335	PRDM12	-0.13
25972	UNC50	-0.13
79139	DERL1	-0.12
84717	HDGFRP2	-0.12
147007	TMEM199	-0.12
6810	STX4	-0.11
57122	NUP107	-0.11
51588	PIAS4	-0.11
6843	VAMP1	-0.11
63925	ZNF335	-0.11
1387	CREBBP	-0.11
7334	UBE2N	-0.1
23244	PDS5A	-0.1
7514	XPO1	-0.1
51111	SUV420H1	-0.1
6883	TAF12	-0.1
11262	SP140	-0.1
6672	SP100	-0.1
285877	NA	-0.1
10567	RABAC1	-0.1
143241	DYDC1	-0.1
26013	L3MBTL	-0.09
55870	ASH1L	-0.09
10490	VTI1B	-0.09
9926	LPGAT1	-0.09
51009	DERL2	-0.08
9482	STX8	-0.08
7324	UBE2E1	-0.08
1488	CTBP2	-0.08
84656	NA	-0.08
56165	TDRD1	-0.08
1312	COMT	-0.07
10376	TUBA1B	-0.07
56950	SMYD2	-0.07
89	ACTN3	-0.07
148581	UBE2U	-0.07
148479	PHF13	-0.07
84522	JAGN1	-0.07
84787	SUV420H2	-0.06
27127	SMC1B	-0.06
54934	C12orf41	-0.06
25777	SUN2	-0.06
9575	CLOCK	-0.06
150572	SMYD1	-0.05
221656	KDM1B	-0.05
23210	JMJD6	-0.05
26610	ELP4	-0.05
56943	ENY2	-0.05
9960	USP3	-0.04
8794	TNFRSF10C	-0.04
55252	ASXL2	-0.04
65991	FUNDC2	-0.04
10857	PGRMC1	-0.04
56979	PRDM9	-0.04
11168	PSIP1	-0.03
10948	STARD3	-0.03
57222	ERGIC1	-0.03
158880	USP51	-0.03
9031	BAZ1B	-0.03
5431	POLR2B	-0.03
11143	MYST2	-0.03
10269	ZMPSTE24	-0.03
348801	LNP1	-0.03
84444	DOT1L	-0.02
9341	VAMP3	-0.02
4600	MX2	-0.02
65094	JMJD4	-0.02
8932	MBD2	-0.01
196541	METTL21C	-0.01
11108	PRDM4	-0.01
51147	ING4	-0.01
26984	SEC22A	-0.01
25978	CHMP2B	-0.01
675	BRCA2	-0.01
55806	HR	0
8085	MLL2	0
23081	JMJD2C	0
80301	PLEKHO2	0
84233	TMEM126A	0
55636	CHD7	0
221400	TDRD6	0
51026	GOLT1B	0
27044	SND1	0
144404	TMEM120B	0
4591	TRIM37	0
29095	ORMDL2	0
7108	TM7SF2	0
353238	PADI6	0
63978	PRDM14	0.01
51522	TMEM14C	0.01
6419	SETMAR	0.01
284058	KIAA1267	0.01
9524	TECR	0.01
59336	PRDM13	0.01
10600	USP16	0.01
79001	VKORC1	0.01
6601	SMARCC2	0.02
9212	AURKB	0.02
3621	ING1	0.02
158358	KIAA2026	0.02
10933	MORF4L1	0.02
79577	CDC73	0.03
6942	TCF20	0.03
23569	PADI4	0.03
6999	TDO2	0.03
339123	JMJD8	0.03
729857	RGPD2	0.04
2962	GTF2F1	0.04
23345	SYNE1	0.04
6119	RPA3	0.04
128817	CSTL1	0.04
5355	PLP2	0.04
23306	TMEM194A	0.04
10155	TRIM28	0.04
283238	SLC22A24	0.05
58508	KMT2C	0.05
7319	UBE2A	0.05
10902	BRD8	0.05
116143	WDR92	0.05
25909	AHCTF1	0.05
408	ARRB1	0.05
11335	CBX3	0.05
55850	USE1	0.05
51669	TMEM66	0.05
7348	UPK1B	0.06
51652	VPS24	0.07
55848	C9orf46	0.07
9063	PIAS2	0.07
57325	CSRP2BP	0.07
26108	PYGO1	0.07
9866	TRIM66	0.08
79697	C14orf169	0.08
2222	FDFT1	0.08
6015	RING1	0.08
57634	EP400	0.08
5987	TRIM27	0.08
114882	OSBPL8	0.08
2186	BPTF	0.09
10951	CBX1	0.09
10196	PRMT3	0.09
54623	PAF1	0.1
122402	TDRD9	0.1
4236	MFAP1	0.1
84236	RHBDD1	0.1
11105	PRDM7	0.1
10445	MCRS1	0.11
221037	JMJD1C	0.12
196483	FAM86A	0.12
9612	NCOR2	0.12
51426	POLK	0.12
10014	HDAC5	0.12
51225	ABI3	0.12
27349	MCAT	0.12
9748	SLK	0.12
143884	CWF19L2	0.12
10569	SLU7	0.13
5578	PRKCA	0.13
23135	KDM6B	0.13
10282	BET1	0.13
10322	SMYD5	0.14
81671	TMEM49	0.14
55898	UNC45A	0.14
54790	TET2	0.14
9682	KDM4A	0.14
200424	TET3	0.14
3840	KPNA4	0.15
4302	MLLT6	0.15
3799	KIF5B	0.15
4299	AFF1	0.15
10592	SMC2	0.15
10318	TNIP1	0.16
84261	FBXW9	0.16
79969	C6orf134	0.16
90826	PRMT10	0.17
1962	EHHADH	0.17
54708	MARCH5	0.17
7112	TMPO	0.18
931	MS4A1	0.18
57673	BEND3	0.18
9730	VPRBP	0.18
84289	ING5	0.18
51773	RSF1	0.18
9554	SEC22B	0.19
9767	PHF16	0.2
7272	TTK	0.2
23410	SIRT3	0.2
29947	DNMT3L	0.2
51592	TRIM33	0.2
7290	HIRA	0.2
54799	MBTD1	0.2
80012	PHC3	0.21
57085	AGTRAP	0.21
254359	ZDHHC24	0.21
55632	KIAA1333	0.21
7468	WHSC1	0.21
55340	GIMAP5	0.21
54093	SETD4	0.21
205564	SENP5	0.22
113130	CDCA5	0.22
81929	SEH1L	0.22
4675	NAP1L3	0.22
23466	CBX6	0.22
23339	VPS39	0.22
2332	FMR1	0.23
375056	MIA3	0.23
79903	NAA60	0.23
83860	TAF3	0.23
10765	KDM5B	0.23
10734	STAG3	0.23
5897	RAG2	0.23
5562	PRKAA1	0.24
4644	MYO5A	0.24
79184	BRCC3	0.25
84823	LMNB2	0.25
5903	RANBP2	0.25
9252	RPS6KA5	0.25
983	CDC2	0.26
140836	BANF2	0.26
114826	SMYD4	0.26
55929	DMAP1	0.26
51702	PADI3	0.26
7404	UTY	0.26
51460	SFMBT1	0.26
5896	RAG1	0.26
84939	MUM1	0.27
157753	TMEM74	0.27
9757	KMT2B	0.27
3015	H2AFZ	0.27
90701	SEC11C	0.27
4221	MEN1	0.27
23411	SIRT1	0.27
121536	AEBP2	0.28
57136	APMAP	0.28
57462	KIAA1161	0.28
6801	STRN	0.28
55777	MBD5	0.28
27243	CHMP2A	0.28
3839	KPNA3	0.28
8193	DPF1	0.28
10743	RAI1	0.28
5252	PHF1	0.29
29781	NCAPH2	0.29
8726	EED	0.29
221496	LEMD2	0.29
10771	ZMYND11	0.29
1386	ATF2	0.29
55352	C17orf79	0.3
65980	BRD9	0.3
81565	NDEL1	0.31
64426	SUDS3	0.31
8450	CUL4B	0.31
8314	BAP1	0.31
6596	HLTF	0.32
10867	TSPAN9	0.32
79723	SUV39H2	0.32
79643	CHMP6	0.33
54892	NCAPG2	0.33
953	ENTPD1	0.33
55818	JMJD1A	0.33
163590	TOR1AIP2	0.33
23424	TDRD7	0.33
6500	SKP1	0.34
9129	PRPF3	0.34
4928	NUP98	0.34
7403	UTX	0.34
2965	GTF2H1	0.34
26168	SENP3	0.35
6612	SUMO3	0.35
29843	SENP1	0.35
23476	BRD4	0.35
1017	CDK2	0.35
6548	SLC9A1	0.35
1106	CHD2	0.35
3068	HDGF	0.36
112869	CCDC101	0.36
7320	UBE2B	0.36
79023	NUP37	0.36
83852	SETDB2	0.37
7443	VRK1	0.37
6602	SMARCD1	0.38
84148	MYST1	0.38
23353	UNC84A	0.38
8480	RAE1	0.39
5928	RBBP4	0.4
29028	ATAD2	0.4
151393	FAM82A1	0.4
23397	NCAPH	0.4
84181	CHD6	0.4
55140	ELP3	0.4
84295	PHF6	0.41
142	PARP1	0.41
80335	WDR82	0.41
642636	NA	0.42
1911	PHC1	0.42
23408	SIRT5	0.42
10664	CTCF	0.43
83933	HDAC10	0.43
138474	TAF1L	0.43
84661	DPY30	0.43
10098	TSPAN5	0.43
8417	STX7	0.43
8535	CBX4	0.44
79885	HDAC11	0.44
55080	TAPBPL	0.44
79918	SETD6	0.44
9913	SUPT7L	0.44
6872	TAF1	0.44
55677	IWS1	0.44
84333	PCGF5	0.45
79415	C17orf62	0.45
8554	PIAS1	0.45
6877	TAF5	0.45
23429	RYBP	0.46
2145	EZH1	0.46
472	ATM	0.46
79053	ALG8	0.46
3054	HCFC1	0.46
11161	C14orf1	0.46
79152	FA2H	0.47
116173	CMTM5	0.47
23326	USP22	0.48
63976	PRDM16	0.48
163183	SYNE4	0.49
5579	PRKCB	0.5
79609	METTL21D	0.51
648	BMI1	0.51
9126	SMC3	0.52
54904	WHSC1L1	0.52
7874	USP7	0.52
1912	PHC2	0.52
23013	SPEN	0.52
84456	L3MBTL3	0.52
84065	TMEM222	0.53
6299	SALL1	0.53
699	BUB1	0.53
23774	BRD1	0.54
29943	PADI1	0.54
199953	TMEM201	0.55
545	ATR	0.55
5110	PCMT1	0.55
9557	CHD1L	0.55
4000	LMNA	0.56
8464	SUPT3H	0.56
27230	SERP1	0.56
170394	PWWP2B	0.56
29072	SETD2	0.56
22908	SACM1L	0.56
54496	PRMT7	0.56
138151	NACC2	0.56
9972	NUP153	0.56
23225	NUP210	0.57
92822	ZNF276	0.57
27154	BRPF3	0.57
3070	HELLS	0.58
79913	ACTR5	0.58
161176	SYNE3	0.59
3275	PRMT2	0.59
22976	PAXIP1	0.59
7158	TP53BP1	0.59
171023	ASXL1	0.6
123169	LEO1	0.6
23063	WAPAL	0.6
84912	SLC35B4	0.61
6795	AURKC	0.61
256979	SUN3	0.61
51547	SIRT7	0.61
114822	RHPN1	0.61
11022	TDRKH	0.62
8243	SMC1A	0.62
6941	TCF19	0.64
2959	GTF2B	0.64
10162	LPCAT3	0.64
23030	JMJD2B	0.64
27443	CECR2	0.65
23592	LEMD3	0.66
140690	CTCFL	0.66
80342	TRAF3IP3	0.66
6304	SATB1	0.67
444	ASPH	0.68
9810	RNF40	0.68
152098	ZCWPW2	0.68
676	BRDT	0.68
253635	CCDC75	0.68
9329	GTF3C4	0.68
10389	SCML2	0.69
53615	MBD3	0.69
51337	THEM6	0.69
8841	HDAC3	0.69
51742	ARID4B	0.7
3055	HCK	0.7
2140	EYA3	0.7
9425	CDYL	0.7
79902	NUP85	0.71
1647	GADD45A	0.71
84844	PHF5A	0.71
5111	PCNA	0.73
57332	CBX8	0.73
8834	TMEM11	0.75
10919	EHMT2	0.76
91782	CHMP7	0.76
348995	NUP43	0.76
309	ANXA6	0.77
3066	HDAC2	0.77
83590	TMUB1	0.77
151648	SGOL1	0.78
7329	UBE2I	0.79
1107	CHD3	0.8
10735	STAG2	0.8
2010	EMD	0.8
56164	STK31	0.8
991	CDC20	0.81
10285	SMNDC1	0.82
2280	FKBP1A	0.82
55693	KDM4D	0.82
6881	TAF10	0.82
8110	DPF3	0.83
10013	HDAC6	0.84
57062	DDX24	0.85
8289	ARID1A	0.85
23673	STX12	0.85
2542	SLC37A4	0.85
84332	DYDC2	0.85
9611	NCOR1	0.86
2590	GALNT2	0.87
51533	PHF7	0.87
9025	RNF8	0.87
79677	SMC6	0.88
6790	AURKA	0.88
6598	SMARCB1	0.89
26054	SENP6	0.89
4297	MLL	0.89
2139	EYA2	0.9
3065	HDAC1	0.9
22933	SIRT2	0.9
6045	RNF2	0.9
55023	PHIP	0.9
10419	PRMT5	0.9
55139	ANKZF1	0.9
373509	USP50	0.9
9631	NUP155	0.92
7341	SUMO1	0.92
23224	SYNE2	0.92
23047	PDS5B	0.92
8086	AAAS	0.92
160418	TMTC3	0.95
51564	HDAC7	0.95
53371	NUP54	0.95
56978	PRDM8	0.95
9734	HDAC9	0.95
3912	LAMB1	0.96
29117	BRD7	0.96
79663	HSPBAP1	0.96
84619	ZGPAT	0.97
55683	KIAA1310	0.98
57338	JPH3	0.98
79188	TMEM43	0.98
10237	SLC35B1	0.98
25862	USP49	1
50810	HDGFRP3	1.01
9112	MTA1	1.01
2956	MSH6	1.03
23279	NUP160	1.04
2091	FBL	1.05
5885	RAD21	1.06
56970	ATXN7L3	1.11
170575	GIMAP1	1.11
5573	PRKAR1A	1.11
6515	SLC2A3	1.12
51230	PHF20	1.13
6749	SSRP1	1.13
4012	LNPEP	1.14
90523	MLIP	1.175
6996	TDG	1.19
4174	MCM5	1.23
10891	PPARGC1A	1.24
11091	WDR5	1.26
5879	RAC1	1.26
1111	CHEK1	1.27
11332	ACOT7	1.27
6844	VAMP2	1.29
55706	TMEM48	1.29
84733	CBX2	1.29
4998	ORC1L	1.32
54880	BCOR	1.33
326	AIRE	1.33
23469	PHF3	1.33
91133	L3MBTL4	1.37
23204	ARL6IP1	1.37
10228	STX6	1.43
54475	NLE1	1.43
55717	BRWD2	1.44
10847	SRCAP	1.45
23335	WDR7	1.46
3838	KPNA2	1.51
401265	KLHL31	1.51
11083	DIDO1	1.54
23409	SIRT4	1.56
9739	SETD1A	1.57
51510	CHMP5	1.65
84678	KDM2B	1.66
22895	RPH3A	1.7
115290	FBXO17	1.83
10890	RAB10	1.85
79595	SAP130	1.95
79041	TMEM38A	2.02
1788	DNMT3A	2.21
8165	AKAP1	2.27
5977	DPF2	2.86
